\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2005,,,
Date,Hour,Market Demand,Ontario Demand
22/10/2005,8,17405,16011
22/10/2005,9,17749,16705
22/10/2005,10,17920,17065
22/10/2005,11,17892,17087
22/10/2005,12,17665,17010
22/10/2005,13,17457,16752
22/10/2005,14,17459,16613
22/10/2005,15,17534,16579
22/10/2005,16,17874,16870
22/10/2005,17,18287,17334
22/10/2005,18,18491,17699
22/10/2005,19,18136,17469
22/10/2005,20,17422,16791
22/10/2005,21,17215,16460
22/10/2005,22,16817,15600
22/10/2005,23,16075,14609
22/10/2005,24,15227,14058
23/10/2005,1,14664,13393
23/10/2005,2,14398,13096
23/10/2005,3,14324,12911
23/10/2005,4,14165,12845
23/10/2005,5,14548,13099
23/10/2005,6,14992,13466
23/10/2005,7,15551,13988
23/10/2005,8,16085,14757
23/10/2005,9,16892,15541
23/10/2005,10,17347,16151
23/10/2005,11,17546,16492
23/10/2005,12,17880,16589
23/10/2005,13,17805,16449
23/10/2005,14,17600,16296
23/10/2005,15,17682,16378
23/10/2005,16,17943,16722
23/10/2005,17,17996,17163
23/10/2005,18,18538,17491
23/10/2005,19,18589,17596
23/10/2005,20,18480,17158
23/10/2005,21,17664,16639
23/10/2005,22,16992,15793
23/10/2005,23,16042,14773
23/10/2005,24,14998,13967
24/10/2005,1,14827,13796
24/10/2005,2,14789,13756
24/10/2005,3,14586,13625
24/10/2005,4,14428,13606
24/10/2005,5,15653,14302
24/10/2005,6,17256,15692
24/10/2005,7,18972,17791
24/10/2005,8,19589,18472
24/10/2005,9,19723,18591
24/10/2005,10,20180,18874
24/10/2005,11,20141,18898
24/10/2005,12,19433,18854
24/10/2005,13,19375,18770
24/10/2005,14,19366,18673
24/10/2005,15,19358,18810
24/10/2005,16,19737,19107
24/10/2005,17,20094,19411
24/10/2005,18,20414,19801
24/10/2005,19,20323,19800
24/10/2005,20,20054,19291
24/10/2005,21,19078,18505
24/10/2005,22,18053,17392
24/10/2005,23,17008,16015
24/10/2005,24,16186,15128
25/10/2005,1,15822,14662
25/10/2005,2,15710,14302
25/10/2005,3,15402,14157
25/10/2005,4,15338,14285
25/10/2005,5,16382,14839
25/10/2005,6,17604,16286
25/10/2005,7,19194,18145
25/10/2005,8,19785,18995
25/10/2005,9,19585,18779
25/10/2005,10,19734,18898
25/10/2005,11,19750,18989
25/10/2005,12,19566,18748
25/10/2005,13,19515,18784
25/10/2005,14,19476,18765
25/10/2005,15,19293,18679
25/10/2005,16,19710,18979
25/10/2005,17,19971,19395
25/10/2005,18,20357,19666
25/10/2005,19,20493,19798
25/10/2005,20,20024,19243
25/10/2005,21,19688,18576
25/10/2005,22,18692,17438
25/10/2005,23,17282,16072
25/10/2005,24,16660,15217
26/10/2005,1,16362,14784
26/10/2005,2,15817,14481
26/10/2005,3,15711,14299
26/10/2005,4,15810,14398
26/10/2005,5,16782,14829
26/10/2005,6,17960,16300
26/10/2005,7,19586,18249
26/10/2005,8,19720,18682
26/10/2005,9,19615,18749
26/10/2005,10,19363,18705
26/10/2005,11,19428,18620
26/10/2005,12,19386,18528
26/10/2005,13,19522,18571
26/10/2005,14,19323,18522
26/10/2005,15,19356,18535
26/10/2005,16,19713,18942
26/10/2005,17,20113,19277
26/10/2005,18,20608,19857
26/10/2005,19,20768,19960
26/10/2005,20,20389,19330
26/10/2005,21,19783,18710
26/10/2005,22,19130,17440
26/10/2005,23,16887,16054
26/10/2005,24,16517,15111
27/10/2005,1,16416,14555
27/10/2005,2,16305,14447
27/10/2005,3,15777,14331
27/10/2005,4,16181,14370
27/10/2005,5,17055,14990
27/10/2005,6,17994,16499
27/10/2005,7,19443,18297
27/10/2005,8,20022,18871
27/10/2005,9,19900,18699
27/10/2005,10,19993,18836
27/10/2005,11,19449,18598
27/10/2005,12,19406,18544
27/10/2005,13,19793,18577
27/10/2005,14,20161,18471
27/10/2005,15,19928,18382
27/10/2005,16,19461,18610
27/10/2005,17,19698,18847
27/10/2005,18,19931,19331
27/10/2005,19,20895,19644
27/10/2005,20,20795,19094
27/10/2005,21,20384,18308
27/10/2005,22,19346,17235
27/10/2005,23,18196,16220
27/10/2005,24,17194,15123
28/10/2005,1,16674,14836
28/10/2005,2,16868,14530
28/10/2005,3,16390,14365
28/10/2005,4,16416,14578
28/10/2005,5,17032,15114
28/10/2005,6,18267,16569
28/10/2005,7,19546,18393
28/10/2005,8,20082,18929
28/10/2005,9,20406,18792
28/10/2005,10,20315,18859
28/10/2005,11,19868,18747
28/10/2005,12,19533,18472
28/10/2005,13,19319,18223
28/10/2005,14,19169,18048
28/10/2005,15,19198,18137
28/10/2005,16,19267,18345
28/10/2005,17,19790,18499
28/10/2005,18,20145,19035
28/10/2005,19,20298,19116
28/10/2005,20,20109,18664
28/10/2005,21,19769,18116
28/10/2005,22,19007,16989
28/10/2005,23,17450,15935
28/10/2005,24,16611,14978
29/10/2005,1,16056,14459
29/10/2005,2,15732,14185
29/10/2005,3,15634,14206
29/10/2005,4,15690,14186
29/10/2005,5,15980,14281
29/10/2005,6,16411,14740
29/10/2005,7,17071,15679
29/10/2005,8,17772,16479
29/10/2005,9,18281,17049
29/10/2005,10,18767,17189
29/10/2005,11,18596,17167
29/10/2005,12,18415,16850
29/10/2005,13,18034,16445
29/10/2005,14,17896,16137
29/10/2005,15,17438,15864
29/10/2005,16,17825,16051
29/10/2005,17,17958,16404
29/10/2005,18,18544,16940
29/10/2005,19,18866,17351
29/10/2005,20,18214,16677
29/10/2005,21,18417,16325
29/10/2005,22,17628,15674
29/10/2005,23,16577,14775
29/10/2005,24,15602,14126
30/10/2005,1,15100,13464
30/10/2005,2,14818,13201
30/10/2005,3,14338,12872
30/10/2005,4,13814,12973
30/10/2005,5,14465,13157
30/10/2005,6,15108,13378
30/10/2005,7,15686,13805
30/10/2005,8,16091,14358
30/10/2005,9,16863,15252
30/10/2005,10,17331,15736
30/10/2005,11,17734,15924
30/10/2005,12,17633,15836
30/10/2005,13,17298,15736
30/10/2005,14,17310,15623
30/10/2005,15,17067,15477
30/10/2005,16,17318,15567
30/10/2005,17,17670,16117
30/10/2005,18,18915,17312
30/10/2005,19,19536,17783
30/10/2005,20,19125,17346
30/10/2005,21,18497,16919
30/10/2005,22,17914,16268
30/10/2005,23,16914,15273
30/10/2005,24,15988,14555
31/10/2005,1,15675,13868
31/10/2005,2,15063,13532
31/10/2005,3,14866,13394
31/10/2005,4,14846,13418
31/10/2005,5,15483,13675
31/10/2005,6,16259,14378
31/10/2005,7,17813,15835
31/10/2005,8,19039,17555
31/10/2005,9,19354,18253
31/10/2005,10,19540,18412
31/10/2005,11,19537,18584
31/10/2005,12,19945,18874
31/10/2005,13,19374,18578
31/10/2005,14,19290,18569
31/10/2005,15,19037,18466
31/10/2005,16,19096,18525
31/10/2005,17,19723,19152
31/10/2005,18,20235,19664
31/10/2005,19,19448,18952
31/10/2005,20,19182,18313
31/10/2005,21,19132,18168
31/10/2005,22,18693,17640
31/10/2005,23,17731,16480
31/10/2005,24,16158,15215
01/11/2005,1,15661,14498
01/11/2005,2,15012,14086
01/11/2005,3,14565,13739
01/11/2005,4,14412,13586
01/11/2005,5,15191,13891
01/11/2005,6,16227,14422
01/11/2005,7,17508,15686
01/11/2005,8,18739,17414
01/11/2005,9,19104,18003
01/11/2005,10,19176,18088
01/11/2005,11,19712,18397
01/11/2005,12,20190,18478
01/11/2005,13,20003,18191
01/11/2005,14,19940,18217
01/11/2005,15,19732,18130
01/11/2005,16,19666,18014
01/11/2005,17,20384,18686
01/11/2005,18,20777,19456
01/11/2005,19,21139,19871
01/11/2005,20,20708,19324
01/11/2005,21,19993,18816
01/11/2005,22,19493,18021
01/11/2005,23,18000,16803
01/11/2005,24,16850,15498
02/11/2005,1,16281,14674
02/11/2005,2,15321,14219
02/11/2005,3,15139,14004
02/11/2005,4,15522,13872
02/11/2005,5,16045,14090
02/11/2005,6,17034,14806
02/11/2005,7,18275,16203
02/11/2005,8,19214,17761
02/11/2005,9,19583,18209
02/11/2005,10,19694,18300
02/11/2005,11,19493,18351
02/11/2005,12,19673,18271
02/11/2005,13,19581,18099
02/11/2005,14,19563,18146
02/11/2005,15,19321,18110
02/11/2005,16,19568,18154
02/11/2005,17,20039,18736
02/11/2005,18,20994,19746
02/11/2005,19,21493,20065
02/11/2005,20,20912,19434
02/11/2005,21,20458,18930
02/11/2005,22,19890,18236
02/11/2005,23,18724,16985
02/11/2005,24,17726,15865
03/11/2005,1,16494,14633
03/11/2005,2,16126,14307
03/11/2005,3,15915,14092
03/11/2005,4,15903,13970
03/11/2005,5,16094,14146
03/11/2005,6,16670,14667
03/11/2005,7,18270,16030
03/11/2005,8,19328,17524
03/11/2005,9,19491,18028
03/11/2005,10,19740,18034
03/11/2005,11,19962,18215
03/11/2005,12,20181,18445
03/11/2005,13,19848,18096
03/11/2005,14,19583,17989
03/11/2005,15,19640,18057
03/11/2005,16,19453,18120
03/11/2005,17,19800,18472
03/11/2005,18,21229,19713
03/11/2005,19,21330,19725
03/11/2005,20,20799,19133
03/11/2005,21,20324,18619
03/11/2005,22,19746,17938
03/11/2005,23,18931,16716
03/11/2005,24,17173,15585
04/11/2005,1,16621,14646
04/11/2005,2,15740,14261
04/11/2005,3,15716,14029
04/11/2005,4,15607,13903
04/11/2005,5,15843,13985
04/11/2005,6,16153,14541
04/11/2005,7,17904,15844
04/11/2005,8,18841,17381
04/11/2005,9,19574,18146
04/11/2005,10,19790,18362
04/11/2005,11,19832,18479
04/11/2005,12,19987,18510
04/11/2005,13,19784,18240
04/11/2005,14,20056,18270
04/11/2005,15,19824,18144
04/11/2005,16,19374,17767
04/11/2005,17,19588,18113
04/11/2005,18,20540,19074
04/11/2005,19,20551,19227
04/11/2005,20,19741,18489
04/11/2005,21,19132,17976
04/11/2005,22,18782,17217
04/11/2005,23,17934,16134
04/11/2005,24,16860,15072
05/11/2005,1,15894,14158
05/11/2005,2,15192,13622
05/11/2005,3,14692,13222
05/11/2005,4,14505,13035
05/11/2005,5,14283,13013
05/11/2005,6,14700,13180
05/11/2005,7,16042,13922
05/11/2005,8,16357,14637
05/11/2005,9,17160,15601
05/11/2005,10,18276,16482
05/11/2005,11,18886,16856
05/11/2005,12,18727,16931
05/11/2005,13,18675,16879
05/11/2005,14,18439,16649
05/11/2005,15,18433,16459
05/11/2005,16,18133,16509
05/11/2005,17,18512,16956
05/11/2005,18,19363,17965
05/11/2005,19,19549,17681
05/11/2005,20,18625,16947
05/11/2005,21,17979,16353
05/11/2005,22,17640,15768
05/11/2005,23,16991,15093
05/11/2005,24,15511,14274
06/11/2005,1,14990,13460
06/11/2005,2,14697,13042
06/11/2005,3,14589,12812
06/11/2005,4,14165,12595
06/11/2005,5,13968,12548
06/11/2005,6,14249,12779
06/11/2005,7,14760,12992
06/11/2005,8,14596,13302
06/11/2005,9,15889,14443
06/11/2005,10,16796,15402
06/11/2005,11,17400,15875
06/11/2005,12,17646,16058
06/11/2005,13,17615,16145
06/11/2005,14,17397,15927
06/11/2005,15,17196,15610
06/11/2005,16,17619,15940
06/11/2005,17,18625,16806
06/11/2005,18,19200,17805
06/11/2005,19,19029,17685
06/11/2005,20,18724,17280
06/11/2005,21,18487,16869
06/11/2005,22,17778,16284
06/11/2005,23,16662,15328
06/11/2005,24,16069,14451
07/11/2005,1,15580,13927
07/11/2005,2,14858,13596
07/11/2005,3,14553,13408
07/11/2005,4,14372,13442
07/11/2005,5,15090,13659
07/11/2005,6,15810,14123
07/11/2005,7,17582,15786
07/11/2005,8,18979,17270
07/11/2005,9,19585,17958
07/11/2005,10,19626,17996
07/11/2005,11,19986,18303
07/11/2005,12,20334,18389
07/11/2005,13,19708,18228
07/11/2005,14,19579,18110
07/11/2005,15,19601,18082
07/11/2005,16,19718,18221
07/11/2005,17,20458,18904
07/11/2005,18,21439,20020
07/11/2005,19,21195,19921
07/11/2005,20,20247,19361
07/11/2005,21,20148,18724
07/11/2005,22,19220,17891
07/11/2005,23,17994,16724
07/11/2005,24,17054,15454
08/11/2005,1,15874,14440
08/11/2005,2,15362,14078
08/11/2005,3,15013,13729
08/11/2005,4,14919,13585
08/11/2005,5,15150,13865
08/11/2005,6,16288,14440
08/11/2005,7,18124,15909
08/11/2005,8,19278,17513
08/11/2005,9,19684,18251
08/11/2005,10,20088,18122
08/11/2005,11,19809,18135
08/11/2005,12,19061,17952
08/11/2005,13,18773,17809
08/11/2005,14,19036,17868
08/11/2005,15,18853,17755
08/11/2005,16,19107,17916
08/11/2005,17,20443,18493
08/11/2005,18,21017,19793
08/11/2005,19,21098,19874
08/11/2005,20,20228,19209
08/11/2005,21,19759,18728
08/11/2005,22,19119,18030
08/11/2005,23,18390,16852
08/11/2005,24,17513,15577
09/11/2005,1,16328,14695
09/11/2005,2,16255,14320
09/11/2005,3,15583,14094
09/11/2005,4,15529,14098
09/11/2005,5,16002,14300
09/11/2005,6,16933,14936
09/11/2005,7,18343,16324
09/11/2005,8,19800,18064
09/11/2005,9,20395,18878
09/11/2005,10,20570,19127
09/11/2005,11,20481,19122
09/11/2005,12,20871,19394
09/11/2005,13,20646,19221
09/11/2005,14,20791,19152
09/11/2005,15,20899,19040
09/11/2005,16,20906,18976
09/11/2005,17,21621,19669
09/11/2005,18,21931,20234
09/11/2005,19,21495,20070
09/11/2005,20,21191,19531
09/11/2005,21,20374,19065
09/11/2005,22,19715,18340
09/11/2005,23,18830,17026
09/11/2005,24,17301,15732
10/11/2005,1,16324,14798
10/11/2005,2,16103,14427
10/11/2005,3,15803,14146
10/11/2005,4,15570,14125
10/11/2005,5,15811,14267
10/11/2005,6,16829,14799
10/11/2005,7,18423,16430
10/11/2005,8,20179,18121
10/11/2005,9,20669,18561
10/11/2005,10,20325,18654
10/11/2005,11,20575,18943
10/11/2005,12,21066,18924
10/11/2005,13,21143,18831
10/11/2005,14,21028,18727
10/11/2005,15,20782,18683
10/11/2005,16,20922,18689
10/11/2005,17,21374,19372
10/11/2005,18,22135,20349
10/11/2005,19,21929,20390
10/11/2005,20,21445,19732
10/11/2005,21,21116,19252
10/11/2005,22,20564,18579
10/11/2005,23,19758,17515
10/11/2005,24,18006,16128
11/11/2005,1,16961,15035
11/11/2005,2,16718,14562
11/11/2005,3,16211,14382
11/11/2005,4,15874,14264
11/11/2005,5,16156,14318
11/11/2005,6,17216,14949
11/11/2005,7,18522,16215
11/11/2005,8,20128,17934
11/11/2005,9,20244,18224
11/11/2005,10,20624,18614
11/11/2005,11,20676,18669
11/11/2005,12,20600,18433
11/11/2005,13,20572,18292
11/11/2005,14,20134,18057
11/11/2005,15,19708,17881
11/11/2005,16,19601,17754
11/11/2005,17,20104,18071
11/11/2005,18,21207,19307
11/11/2005,19,20831,19460
11/11/2005,20,20871,18900
11/11/2005,21,20490,18638
11/11/2005,22,20099,18014
11/11/2005,23,19166,17016
11/11/2005,24,17792,15562
12/11/2005,1,16921,14603
12/11/2005,2,16150,14140
12/11/2005,3,15859,13866
12/11/2005,4,15651,13758
12/11/2005,5,15582,13765
12/11/2005,6,15977,13967
12/11/2005,7,16623,14391
12/11/2005,8,17152,15224
12/11/2005,9,17490,16012
12/11/2005,10,18233,16615
12/11/2005,11,18143,16690
12/11/2005,12,18075,16690
12/11/2005,13,17831,16282
12/11/2005,14,17448,16085
12/11/2005,15,16724,15729
12/11/2005,16,16631,15749
12/11/2005,17,17547,16254
12/11/2005,18,19120,17777
12/11/2005,19,19189,17553
12/11/2005,20,18791,16943
12/11/2005,21,18301,16503
12/11/2005,22,17909,15996
12/11/2005,23,17258,15238
12/11/2005,24,16323,14370
13/11/2005,1,15573,13582
13/11/2005,2,15046,13034
13/11/2005,3,14531,12770
13/11/2005,4,14573,12737
13/11/2005,5,14624,12797
13/11/2005,6,14832,12917
13/11/2005,7,15066,13136
13/11/2005,8,15494,13524
13/11/2005,9,15976,14306
13/11/2005,10,17174,15143
13/11/2005,11,17889,15520
13/11/2005,12,18315,15933
13/11/2005,13,18087,15927
13/11/2005,14,17747,15801
13/11/2005,15,17430,15695
13/11/2005,16,17794,15799
13/11/2005,17,18193,16489
13/11/2005,18,19870,17959
13/11/2005,19,19653,17723
13/11/2005,20,19122,17181
13/11/2005,21,18929,16761
13/11/2005,22,18231,16198
13/11/2005,23,17436,15413
13/11/2005,24,16477,14454
14/11/2005,1,15364,13899
14/11/2005,2,14977,13596
14/11/2005,3,15078,13437
14/11/2005,4,15033,13389
14/11/2005,5,15128,13557
14/11/2005,6,16161,14141
14/11/2005,7,17879,15733
14/11/2005,8,19315,17425
14/11/2005,9,20022,18090
14/11/2005,10,20053,18323
14/11/2005,11,20094,18372
14/11/2005,12,20110,18347
14/11/2005,13,20319,18244
14/11/2005,14,20451,18253
14/11/2005,15,20378,17980
14/11/2005,16,20067,18124
14/11/2005,17,20516,18894
14/11/2005,18,21241,20081
14/11/2005,19,21420,20010
14/11/2005,20,21046,19521
14/11/2005,21,20471,19021
14/11/2005,22,19694,18227
14/11/2005,23,18792,17040
14/11/2005,24,17855,15660
15/11/2005,1,16663,14820
15/11/2005,2,16182,14256
15/11/2005,3,15709,13899
15/11/2005,4,15711,13793
15/11/2005,5,16098,13995
15/11/2005,6,16877,14634
15/11/2005,7,18609,16142
15/11/2005,8,20096,18072
15/11/2005,9,20342,18702
15/11/2005,10,20449,19028
15/11/2005,11,20713,19261
15/11/2005,12,20405,19347
15/11/2005,13,20381,19398
15/11/2005,14,20558,19375
15/11/2005,15,20673,19290
15/11/2005,16,20744,19361
15/11/2005,17,21430,20031
15/11/2005,18,22068,20981
15/11/2005,19,21721,20628
15/11/2005,20,20714,19855
15/11/2005,21,20496,19362
15/11/2005,22,19851,18532
15/11/2005,23,18992,17414
15/11/2005,24,18013,16095
16/11/2005,1,16873,15069
16/11/2005,2,16230,14502
16/11/2005,3,16027,14138
16/11/2005,4,15854,14059
16/11/2005,5,15789,13991
16/11/2005,6,16530,14357
16/11/2005,7,18393,15894
16/11/2005,8,19257,17575
16/11/2005,9,19925,18302
16/11/2005,10,19918,18455
16/11/2005,11,20590,18713
16/11/2005,12,20831,18734
16/11/2005,13,20406,18592
16/11/2005,14,19734,18603
16/11/2005,15,19922,18748
16/11/2005,16,20217,18919
16/11/2005,17,21046,19722
16/11/2005,18,21794,20818
16/11/2005,19,21476,20472
16/11/2005,20,21036,19984
16/11/2005,21,20662,19562
16/11/2005,22,20373,18684
16/11/2005,23,19150,17714
16/11/2005,24,18120,16392
17/11/2005,1,16507,15388
17/11/2005,2,16513,14950
17/11/2005,3,16029,14769
17/11/2005,4,16074,14634
17/11/2005,5,16330,14820
17/11/2005,6,17554,15263
17/11/2005,7,18717,16809
17/11/2005,8,19977,18538
17/11/2005,9,20436,19223
17/11/2005,10,20516,19258
17/11/2005,11,20663,19430
17/11/2005,12,20362,19267
17/11/2005,13,20654,19243
17/11/2005,14,20820,19223
17/11/2005,15,20690,19165
17/11/2005,16,20430,19347
17/11/2005,17,21064,20098
17/11/2005,18,21933,21279
17/11/2005,19,22011,21182
17/11/2005,20,21484,20605
17/11/2005,21,21255,20200
17/11/2005,22,20701,19446
17/11/2005,23,19340,18154
17/11/2005,24,18804,16981
18/11/2005,1,17427,15978
18/11/2005,2,16785,15515
18/11/2005,3,16336,15262
18/11/2005,4,16491,15219
18/11/2005,5,16849,15474
18/11/2005,6,17750,16053
18/11/2005,7,18913,17426
18/11/2005,8,20329,19139
18/11/2005,9,20799,19752
18/11/2005,10,20542,19795
18/11/2005,11,20417,19818
18/11/2005,12,20489,19949
18/11/2005,13,20404,19863
18/11/2005,14,20343,19745
18/11/2005,15,20382,19701
18/11/2005,16,20267,19743
18/11/2005,17,20665,20198
18/11/2005,18,21320,21178
18/11/2005,19,21157,20876
18/11/2005,20,20680,20399
18/11/2005,21,20285,19784
18/11/2005,22,19629,19073
18/11/2005,23,18668,17976
18/11/2005,24,18243,16624
19/11/2005,1,17173,15572
19/11/2005,2,16386,14917
19/11/2005,3,16217,14691
19/11/2005,4,15947,14525
19/11/2005,5,16135,14515
19/11/2005,6,16265,14615
19/11/2005,7,16814,15112
19/11/2005,8,17646,15931
19/11/2005,9,18479,16813
19/11/2005,10,18597,17477
19/11/2005,11,18656,17627
19/11/2005,12,18655,17610
19/11/2005,13,18186,17310
19/11/2005,14,17662,16883
19/11/2005,15,17244,16628
19/11/2005,16,17455,16672
19/11/2005,17,18019,17170
19/11/2005,18,19257,18508
19/11/2005,19,19308,18390
19/11/2005,20,18921,17676
19/11/2005,21,18749,17282
19/11/2005,22,18303,16825
19/11/2005,23,17663,16056
19/11/2005,24,16905,15180
20/11/2005,1,16031,14297
20/11/2005,2,15927,13750
20/11/2005,3,15695,13433
20/11/2005,4,15208,13285
20/11/2005,5,15068,13309
20/11/2005,6,15137,13493
20/11/2005,7,15387,13938
20/11/2005,8,16223,14380
20/11/2005,9,16606,15013
20/11/2005,10,17241,15748
20/11/2005,11,17923,16230
20/11/2005,12,18183,16373
20/11/2005,13,18323,16420
20/11/2005,14,18149,16298
20/11/2005,15,17915,16039
20/11/2005,16,17858,16232
20/11/2005,17,18499,17198
20/11/2005,18,19807,18514
20/11/2005,19,20203,18475
20/11/2005,20,19879,18024
20/11/2005,21,19379,17655
20/11/2005,22,18954,17011
20/11/2005,23,17929,15953
20/11/2005,24,16820,15051
21/11/2005,1,16311,14444
21/11/2005,2,15623,14106
21/11/2005,3,15200,13699
21/11/2005,4,15108,13762
21/11/2005,5,15453,14062
21/11/2005,6,16144,14572
21/11/2005,7,17982,16113
21/11/2005,8,19238,17882
21/11/2005,9,19823,18615
21/11/2005,10,20180,18787
21/11/2005,11,20546,19085
21/11/2005,12,20885,19164
21/11/2005,13,20919,19030
21/11/2005,14,20905,19016
21/11/2005,15,20984,19105
21/11/2005,16,20813,19264
21/11/2005,17,21407,20080
21/11/2005,18,22245,21038
21/11/2005,19,21850,20701
21/11/2005,20,21689,20115
21/11/2005,21,21295,19546
21/11/2005,22,20881,18682
21/11/2005,23,18903,17379
21/11/2005,24,17307,16053
22/11/2005,1,16377,14981
22/11/2005,2,15742,14541
22/11/2005,3,15495,14366
22/11/2005,4,15683,14294
22/11/2005,5,15800,14509
22/11/2005,6,16652,15111
22/11/2005,7,18510,16683
22/11/2005,8,19976,18530
22/11/2005,9,20193,19076
22/11/2005,10,20134,19128
22/11/2005,11,20523,19267
22/11/2005,12,20193,19366
22/11/2005,13,20004,19227
22/11/2005,14,19800,19170
22/11/2005,15,19969,19217
22/11/2005,16,20406,19504
22/11/2005,17,21287,20435
22/11/2005,18,22515,21811
22/11/2005,19,22494,21740
22/11/2005,20,22152,21298
22/11/2005,21,21727,20823
22/11/2005,22,20978,19974
22/11/2005,23,19602,18750
22/11/2005,24,18810,17345
23/11/2005,1,17962,16395
23/11/2005,2,17878,15947
23/11/2005,3,17598,15942
23/11/2005,4,17484,15883
23/11/2005,5,17708,16111
23/11/2005,6,18534,16461
23/11/2005,7,19777,17933
23/11/2005,8,20890,19624
23/11/2005,9,21252,20111
23/11/2005,10,21095,19959
23/11/2005,11,21193,19982
23/11/2005,12,21051,19825
23/11/2005,13,20891,19605
23/11/2005,14,21046,19516
23/11/2005,15,21232,19371
23/11/2005,16,21420,19586
23/11/2005,17,22066,20438
23/11/2005,18,22766,21765
23/11/2005,19,22910,21584
23/11/2005,20,22419,21223
23/11/2005,21,21874,20828
23/11/2005,22,21301,20053
23/11/2005,23,19759,18550
23/11/2005,24,18943,17312
24/11/2005,1,17968,16397
24/11/2005,2,17589,15893
24/11/2005,3,17264,15767
24/11/2005,4,17107,15643
24/11/2005,5,17380,15811
24/11/2005,6,17835,16217
24/11/2005,7,19340,17633
24/11/2005,8,20218,19387
24/11/2005,9,20874,19867
24/11/2005,10,21012,20105
24/11/2005,11,21193,20286
24/11/2005,12,20983,20426
24/11/2005,13,20869,20342
24/11/2005,14,20892,20333
24/11/2005,15,20963,20396
24/11/2005,16,21118,20501
24/11/2005,17,21827,21260
24/11/2005,18,23171,22564
24/11/2005,19,23149,22434
24/11/2005,20,22567,21952
24/11/2005,21,22306,21591
24/11/2005,22,21424,20807
24/11/2005,23,20518,19550
24/11/2005,24,19795,18230
25/11/2005,1,18052,17210
25/11/2005,2,17556,16773
25/11/2005,3,17404,16605
25/11/2005,4,17306,16551
25/11/2005,5,17501,16581
25/11/2005,6,17979,16949
25/11/2005,7,19200,18467
25/11/2005,8,20699,20066
25/11/2005,9,21155,20380
25/11/2005,10,21162,20387
25/11/2005,11,20973,20333
25/11/2005,12,20827,20155
25/11/2005,13,20503,19792
25/11/2005,14,20430,19725
25/11/2005,15,20828,19668
25/11/2005,16,20696,19594
25/11/2005,17,21200,20316
25/11/2005,18,22769,21653
25/11/2005,19,22365,21406
25/11/2005,20,21761,20829
25/11/2005,21,21200,20228
25/11/2005,22,20272,19500
25/11/2005,23,19170,18510
25/11/2005,24,18010,17220
26/11/2005,1,17154,16127
26/11/2005,2,16784,15681
26/11/2005,3,16625,15434
26/11/2005,4,16447,15256
26/11/2005,5,16468,15277
26/11/2005,6,16751,15437
26/11/2005,7,17536,15945
26/11/2005,8,18234,16943
26/11/2005,9,19035,17866
26/11/2005,10,19543,18455
26/11/2005,11,19826,18590
26/11/2005,12,19723,18625
26/11/2005,13,19514,18369
26/11/2005,14,19164,18121
26/11/2005,15,19280,17894
26/11/2005,16,19378,18022
26/11/2005,17,20205,18603
26/11/2005,18,21062,19966
26/11/2005,19,20723,19449
26/11/2005,20,20257,18831
26/11/2005,21,19656,18287
26/11/2005,22,18949,17810
26/11/2005,23,18286,17114
26/11/2005,24,17737,15970
27/11/2005,1,16749,15018
27/11/2005,2,16440,14539
27/11/2005,3,16220,14347
27/11/2005,4,16580,14424
27/11/2005,5,16579,14213
27/11/2005,6,16756,14390
27/11/2005,7,16931,14790
27/11/2005,8,17205,15331
27/11/2005,9,17575,16029
27/11/2005,10,18669,17042
27/11/2005,11,19005,17531
27/11/2005,12,19329,17669
27/11/2005,13,19442,17745
27/11/2005,14,18888,17694
27/11/2005,15,18862,17658
27/11/2005,16,18737,17723
27/11/2005,17,19519,18504
27/11/2005,18,21062,20021
27/11/2005,19,20592,19391
27/11/2005,20,20042,18941
27/11/2005,21,19958,18572
27/11/2005,22,19824,18053
27/11/2005,23,18576,17089
27/11/2005,24,17595,16014
28/11/2005,1,16948,15048
28/11/2005,2,17045,14674
28/11/2005,3,16902,14626
28/11/2005,4,16697,14546
28/11/2005,5,16684,14746
28/11/2005,6,17236,15118
28/11/2005,7,18543,16709
28/11/2005,8,19623,18455
28/11/2005,9,20296,19025
28/11/2005,10,20471,19048
28/11/2005,11,20990,19281
28/11/2005,12,21088,19255
28/11/2005,13,20703,18955
28/11/2005,14,20112,18748
28/11/2005,15,20683,18878
28/11/2005,16,20787,19019
28/11/2005,17,21335,20077
28/11/2005,18,22592,21119
28/11/2005,19,22041,20753
28/11/2005,20,21317,20069
28/11/2005,21,20685,19484
28/11/2005,22,20070,18697
28/11/2005,23,19040,17285
28/11/2005,24,17622,15804
29/11/2005,1,16431,14855
29/11/2005,2,15861,14420
29/11/2005,3,15382,14143
29/11/2005,4,15238,14003
29/11/2005,5,15628,14086
29/11/2005,6,16510,14425
29/11/2005,7,18369,15938
29/11/2005,8,19477,17865
29/11/2005,9,19904,18606
29/11/2005,10,19756,18676
29/11/2005,11,20375,18962
29/11/2005,12,20888,19054
29/11/2005,13,20368,18832
29/11/2005,14,20643,18920
29/11/2005,15,20307,18836
29/11/2005,16,20427,19064
29/11/2005,17,21202,19949
29/11/2005,18,22149,21053
29/11/2005,19,21724,20636
29/11/2005,20,21366,20210
29/11/2005,21,21192,19761
29/11/2005,22,20199,18743
29/11/2005,23,18741,17612
