\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2005,,,
Date,Hour,Market Demand,Ontario Demand
01/01/2005,1,16672,15016
01/01/2005,2,16262,14470
01/01/2005,3,16043,14015
01/01/2005,4,15192,13622
01/01/2005,5,14911,13545
01/01/2005,6,15006,13588
01/01/2005,7,15240,13727
01/01/2005,8,15663,14093
01/01/2005,9,16037,14457
01/01/2005,10,16597,15017
01/01/2005,11,16929,15560
01/01/2005,12,17273,16039
01/01/2005,13,17454,16293
01/01/2005,14,17435,16366
01/01/2005,15,17420,16281
01/01/2005,16,17440,16406
01/01/2005,17,17929,17086
01/01/2005,18,19367,18386
01/01/2005,19,19477,18368
01/01/2005,20,19251,18215
01/01/2005,21,19320,17911
01/01/2005,22,18778,17494
01/01/2005,23,18013,16830
01/01/2005,24,17272,15973
02/01/2005,1,16702,15182
02/01/2005,2,16127,14707
02/01/2005,3,15814,14394
02/01/2005,4,15697,14277
02/01/2005,5,15937,14367
02/01/2005,6,15881,14541
02/01/2005,7,16503,14968
02/01/2005,8,17239,15549
02/01/2005,9,17696,16282
02/01/2005,10,18516,17126
02/01/2005,11,19087,17802
02/01/2005,12,19694,18225
02/01/2005,13,19805,18495
02/01/2005,14,19813,18579
02/01/2005,15,19662,18393
02/01/2005,16,19800,18431
02/01/2005,17,20121,18985
02/01/2005,18,21339,20044
02/01/2005,19,20853,19619
02/01/2005,20,20364,19170
02/01/2005,21,20183,18714
02/01/2005,22,19456,18137
02/01/2005,23,18695,17236
02/01/2005,24,17926,16242
03/01/2005,1,17062,15487
03/01/2005,2,16581,15045
03/01/2005,3,16172,14843
03/01/2005,4,16255,14753
03/01/2005,5,16407,14828
03/01/2005,6,17036,15298
03/01/2005,7,18551,16332
03/01/2005,8,19608,18058
03/01/2005,9,20372,18706
03/01/2005,10,20603,19121
03/01/2005,11,20780,19484
03/01/2005,12,21060,19649
03/01/2005,13,21317,19682
03/01/2005,14,21356,19415
03/01/2005,15,20868,19360
03/01/2005,16,20875,19562
03/01/2005,17,21686,20498
03/01/2005,18,22867,21757
03/01/2005,19,22760,21494
03/01/2005,20,22345,20985
03/01/2005,21,21922,20461
03/01/2005,22,21072,19666
03/01/2005,23,19935,18429
03/01/2005,24,18490,17109
04/01/2005,1,17594,16141
04/01/2005,2,17313,15590
04/01/2005,3,16990,15338
04/01/2005,4,16981,15253
04/01/2005,5,16921,15443
04/01/2005,6,17814,16040
04/01/2005,7,19246,17478
04/01/2005,8,20982,19354
04/01/2005,9,21624,19959
04/01/2005,10,21667,19955
04/01/2005,11,21834,20017
04/01/2005,12,21967,19987
04/01/2005,13,21602,19856
04/01/2005,14,21754,19753
04/01/2005,15,21760,19693
04/01/2005,16,21826,20092
04/01/2005,17,22600,20923
04/01/2005,18,23656,22222
04/01/2005,19,23637,22118
04/01/2005,20,22799,21632
04/01/2005,21,22369,21102
04/01/2005,22,21850,20333
04/01/2005,23,20637,19120
04/01/2005,24,18845,17735
05/01/2005,1,18245,16579
05/01/2005,2,17783,16222
05/01/2005,3,17723,16047
05/01/2005,4,17722,15921
05/01/2005,5,17650,16204
05/01/2005,6,18785,16817
05/01/2005,7,20355,18194
05/01/2005,8,22344,20046
05/01/2005,9,22346,20553
05/01/2005,10,22529,20598
05/01/2005,11,22679,20748
05/01/2005,12,22658,20833
05/01/2005,13,22696,20805
05/01/2005,14,22898,20820
05/01/2005,15,22880,20791
05/01/2005,16,22914,20915
05/01/2005,17,23679,21896
05/01/2005,18,24826,23125
05/01/2005,19,24539,23089
05/01/2005,20,24152,22602
05/01/2005,21,23696,22127
05/01/2005,22,23035,21388
05/01/2005,23,21950,20053
05/01/2005,24,20218,18662
06/01/2005,1,19133,17764
06/01/2005,2,18911,17396
06/01/2005,3,19002,17161
06/01/2005,4,18874,17027
06/01/2005,5,18907,17062
06/01/2005,6,19380,17629
06/01/2005,7,20554,18970
06/01/2005,8,22227,20797
06/01/2005,9,23081,21445
06/01/2005,10,23344,21529
06/01/2005,11,23660,21799
06/01/2005,12,23952,22008
06/01/2005,13,23848,21888
06/01/2005,14,23469,21745
06/01/2005,15,23173,21607
06/01/2005,16,23124,21558
06/01/2005,17,23803,22187
06/01/2005,18,24913,23199
06/01/2005,19,24721,23233
06/01/2005,20,24226,22720
06/01/2005,21,23698,22201
06/01/2005,22,23132,21347
06/01/2005,23,21804,20016
06/01/2005,24,20351,18706
07/01/2005,1,19185,17777
07/01/2005,2,18855,17262
07/01/2005,3,18633,16965
07/01/2005,4,18393,16845
07/01/2005,5,18589,16915
07/01/2005,6,19085,17476
07/01/2005,7,19906,18737
07/01/2005,8,21877,20510
07/01/2005,9,22294,20993
07/01/2005,10,22311,20865
07/01/2005,11,22581,20778
07/01/2005,12,22382,20714
07/01/2005,13,22356,20603
07/01/2005,14,22474,20455
07/01/2005,15,22325,20351
07/01/2005,16,22167,20485
07/01/2005,17,22573,21094
07/01/2005,18,23729,22063
07/01/2005,19,23372,21881
07/01/2005,20,22611,21245
07/01/2005,21,22169,20803
07/01/2005,22,21485,20119
07/01/2005,23,20469,19103
07/01/2005,24,19085,17773
08/01/2005,1,18252,16754
08/01/2005,2,17966,16151
08/01/2005,3,17371,15746
08/01/2005,4,17351,15487
08/01/2005,5,17198,15518
08/01/2005,6,17600,15686
08/01/2005,7,18072,16048
08/01/2005,8,18686,16966
08/01/2005,9,19620,18034
08/01/2005,10,20300,18856
08/01/2005,11,20957,19221
08/01/2005,12,21386,19338
08/01/2005,13,21091,19111
08/01/2005,14,20696,18799
08/01/2005,15,20410,18628
08/01/2005,16,20546,18715
08/01/2005,17,21254,19320
08/01/2005,18,21909,20464
08/01/2005,19,22103,20350
08/01/2005,20,20964,19780
08/01/2005,21,20529,19195
08/01/2005,22,19790,18656
08/01/2005,23,19027,17868
08/01/2005,24,18391,16962
09/01/2005,1,17732,16103
09/01/2005,2,17515,15503
09/01/2005,3,16863,15105
09/01/2005,4,16834,14835
09/01/2005,5,16831,14759
09/01/2005,6,17102,14970
09/01/2005,7,17364,15332
09/01/2005,8,17475,15931
09/01/2005,9,17999,16664
09/01/2005,10,18981,17572
09/01/2005,11,19717,18183
09/01/2005,12,19804,18560
09/01/2005,13,19967,18683
09/01/2005,14,19855,18650
09/01/2005,15,19811,18556
09/01/2005,16,19941,18636
09/01/2005,17,20704,19320
09/01/2005,18,21671,20537
09/01/2005,19,21551,20367
09/01/2005,20,21136,19983
09/01/2005,21,20836,19552
09/01/2005,22,20185,18985
09/01/2005,23,19440,18087
09/01/2005,24,18380,16956
10/01/2005,1,17833,16238
10/01/2005,2,17406,15817
10/01/2005,3,16933,15639
10/01/2005,4,16949,15655
10/01/2005,5,17146,15807
10/01/2005,6,17945,16451
10/01/2005,7,19318,17699
10/01/2005,8,21023,19682
10/01/2005,9,21677,20336
10/01/2005,10,21618,20377
10/01/2005,11,21857,20616
10/01/2005,12,22369,20728
10/01/2005,13,22267,20531
10/01/2005,14,22017,20431
10/01/2005,15,21901,20358
10/01/2005,16,22237,20551
10/01/2005,17,22648,21262
10/01/2005,18,23301,22389
10/01/2005,19,23586,22281
10/01/2005,20,23242,21837
10/01/2005,21,22671,21316
10/01/2005,22,21689,20448
10/01/2005,23,20382,19241
10/01/2005,24,18784,17890
11/01/2005,1,17875,16806
11/01/2005,2,17370,16296
11/01/2005,3,17254,16110
11/01/2005,4,17198,16064
11/01/2005,5,17680,16314
11/01/2005,6,18014,16875
11/01/2005,7,19294,18275
11/01/2005,8,21466,20234
11/01/2005,9,22156,20815
11/01/2005,10,22472,20831
11/01/2005,11,22151,20855
11/01/2005,12,22202,20806
11/01/2005,13,22423,20611
11/01/2005,14,22211,20665
11/01/2005,15,22330,20539
11/01/2005,16,22254,20708
11/01/2005,17,22954,21496
11/01/2005,18,23936,22640
11/01/2005,19,23780,22575
11/01/2005,20,23183,22078
11/01/2005,21,22827,21572
11/01/2005,22,21971,20725
11/01/2005,23,20970,19524
11/01/2005,24,19262,18168
12/01/2005,1,18018,17175
12/01/2005,2,17246,16689
12/01/2005,3,16995,16483
12/01/2005,4,17169,16379
12/01/2005,5,17139,16627
12/01/2005,6,17528,17061
12/01/2005,7,19154,18322
12/01/2005,8,20746,20217
12/01/2005,9,21649,20843
12/01/2005,10,21684,20878
12/01/2005,11,22380,21072
12/01/2005,12,22522,21292
12/01/2005,13,22453,21111
12/01/2005,14,22388,21015
12/01/2005,15,22261,20871
12/01/2005,16,22221,20849
12/01/2005,17,22588,21535
12/01/2005,18,23088,22335
12/01/2005,19,23042,22111
12/01/2005,20,22316,21495
12/01/2005,21,21669,20898
12/01/2005,22,20720,19829
12/01/2005,23,19431,18522
12/01/2005,24,18565,17313
13/01/2005,1,17698,16251
13/01/2005,2,16653,15620
13/01/2005,3,16234,15306
13/01/2005,4,16274,15149
13/01/2005,5,16261,15225
13/01/2005,6,16638,15766
13/01/2005,7,18223,17162
13/01/2005,8,19800,18941
13/01/2005,9,20450,19463
13/01/2005,10,20951,19372
13/01/2005,11,21267,19601
13/01/2005,12,21438,19545
13/01/2005,13,21006,19320
13/01/2005,14,21003,19280
13/01/2005,15,21095,19238
13/01/2005,16,21132,19486
13/01/2005,17,21554,20409
13/01/2005,18,22524,21349
13/01/2005,19,22715,21335
13/01/2005,20,22356,20981
13/01/2005,21,21735,20517
13/01/2005,22,20944,19803
13/01/2005,23,19598,18571
13/01/2005,24,18412,17474
14/01/2005,1,17582,16467
14/01/2005,2,17121,16119
14/01/2005,3,17170,15880
14/01/2005,4,16885,15755
14/01/2005,5,16797,15882
14/01/2005,6,17286,16471
14/01/2005,7,18801,17886
14/01/2005,8,20465,19918
14/01/2005,9,21160,20506
14/01/2005,10,21155,20567
14/01/2005,11,21150,20569
14/01/2005,12,21441,20618
14/01/2005,13,21492,20463
14/01/2005,14,21078,20389
14/01/2005,15,21224,20278
14/01/2005,16,21435,20449
14/01/2005,17,21852,21121
14/01/2005,18,22789,22146
14/01/2005,19,23115,22420
14/01/2005,20,22554,21964
14/01/2005,21,21986,21446
14/01/2005,22,21318,20778
14/01/2005,23,20135,19736
14/01/2005,24,19190,18573
15/01/2005,1,18699,17500
15/01/2005,2,18227,16913
15/01/2005,3,17699,16590
15/01/2005,4,17724,16515
15/01/2005,5,18032,16487
15/01/2005,6,18191,16787
15/01/2005,7,18632,17299
15/01/2005,8,19254,18205
15/01/2005,9,19755,18920
15/01/2005,10,20360,19462
15/01/2005,11,20953,19793
15/01/2005,12,21218,19842
15/01/2005,13,21239,19638
15/01/2005,14,20910,19380
15/01/2005,15,20338,19179
15/01/2005,16,20391,19115
15/01/2005,17,21029,19607
15/01/2005,18,22319,20900
15/01/2005,19,22590,21155
15/01/2005,20,22072,20537
15/01/2005,21,21575,19990
15/01/2005,22,20529,19453
15/01/2005,23,19646,18729
15/01/2005,24,19157,17740
16/01/2005,1,18510,17032
16/01/2005,2,18035,16547
16/01/2005,3,17940,16223
16/01/2005,4,17885,16075
16/01/2005,5,18032,16030
16/01/2005,6,18035,16171
16/01/2005,7,18447,16615
16/01/2005,8,19238,17269
16/01/2005,9,19750,17973
16/01/2005,10,19881,18766
16/01/2005,11,20410,19233
16/01/2005,12,20667,19460
16/01/2005,13,20830,19509
16/01/2005,14,20789,19368
16/01/2005,15,20474,19332
16/01/2005,16,20499,19422
16/01/2005,17,21026,20199
16/01/2005,18,22629,21452
16/01/2005,19,22838,21661
16/01/2005,20,22380,21153
16/01/2005,21,21934,20707
16/01/2005,22,20976,20104
16/01/2005,23,20300,19276
16/01/2005,24,19577,18327
17/01/2005,1,19044,17637
17/01/2005,2,18736,17219
17/01/2005,3,18522,17106
17/01/2005,4,18408,17070
17/01/2005,5,18698,17238
17/01/2005,6,19580,17983
17/01/2005,7,20778,19276
17/01/2005,8,22139,21405
17/01/2005,9,22806,21963
17/01/2005,10,22750,22007
17/01/2005,11,23073,22074
17/01/2005,12,23104,22027
17/01/2005,13,23093,21824
17/01/2005,14,23238,21708
17/01/2005,15,22990,21610
17/01/2005,16,23388,21775
17/01/2005,17,23850,22536
17/01/2005,18,24647,23752
17/01/2005,19,24971,24086
17/01/2005,20,24614,23653
17/01/2005,21,24286,23298
17/01/2005,22,23385,22489
17/01/2005,23,22110,21257
17/01/2005,24,21114,19966
18/01/2005,1,20252,19152
18/01/2005,2,20331,18879
18/01/2005,3,20355,18658
18/01/2005,4,20101,18635
18/01/2005,5,20419,18818
18/01/2005,6,21075,19353
18/01/2005,7,21998,20696
18/01/2005,8,23491,22650
18/01/2005,9,23721,22996
18/01/2005,10,23522,22797
18/01/2005,11,23410,22685
18/01/2005,12,23359,22543
18/01/2005,13,23363,22274
18/01/2005,14,23458,22095
18/01/2005,15,22971,21964
18/01/2005,16,23562,22106
18/01/2005,17,24197,22876
18/01/2005,18,25102,24096
18/01/2005,19,25478,24362
18/01/2005,20,25002,23886
18/01/2005,21,24524,23408
18/01/2005,22,23831,22565
18/01/2005,23,22357,21241
18/01/2005,24,20956,19807
19/01/2005,1,20388,18795
19/01/2005,2,20005,18371
19/01/2005,3,19763,18124
19/01/2005,4,19607,17998
19/01/2005,5,19722,18129
19/01/2005,6,20333,18704
19/01/2005,7,21480,19871
19/01/2005,8,22720,21566
19/01/2005,9,22928,21989
19/01/2005,10,23038,21940
19/01/2005,11,23415,21993
19/01/2005,12,23457,22028
19/01/2005,13,23421,21798
19/01/2005,14,22975,21552
19/01/2005,15,23340,21460
19/01/2005,16,23284,21489
19/01/2005,17,23681,22153
19/01/2005,18,24418,23107
19/01/2005,19,24311,23183
19/01/2005,20,23833,22717
19/01/2005,21,23525,22209
19/01/2005,22,22834,21368
19/01/2005,23,21698,20257
19/01/2005,24,20690,18949
20/01/2005,1,20022,18120
20/01/2005,2,19609,17657
20/01/2005,3,19414,17478
20/01/2005,4,19199,17397
20/01/2005,5,19071,17689
20/01/2005,6,19762,18380
20/01/2005,7,21308,19828
20/01/2005,8,22734,21747
20/01/2005,9,23215,22310
20/01/2005,10,23830,22183
20/01/2005,11,23702,22236
20/01/2005,12,23970,22063
20/01/2005,13,23663,21692
20/01/2005,14,23629,21641
20/01/2005,15,23169,21645
20/01/2005,16,23096,21786
20/01/2005,17,23883,22471
20/01/2005,18,24775,23697
20/01/2005,19,25411,23912
20/01/2005,20,24763,23592
20/01/2005,21,24380,23209
20/01/2005,22,23515,22553
20/01/2005,23,22481,21569
20/01/2005,24,21909,20420
21/01/2005,1,21310,19374
21/01/2005,2,20833,18936
21/01/2005,3,20824,18763
21/01/2005,4,20808,18777
21/01/2005,5,20933,18906
21/01/2005,6,21220,19496
21/01/2005,7,22307,20872
21/01/2005,8,23817,22908
21/01/2005,9,24449,23388
21/01/2005,10,24371,23174
21/01/2005,11,24030,23216
21/01/2005,12,23935,23021
21/01/2005,13,23588,22576
21/01/2005,14,23125,22279
21/01/2005,15,22915,21969
21/01/2005,16,22787,21941
21/01/2005,17,23051,22455
21/01/2005,18,24087,23575
21/01/2005,19,24829,24008
21/01/2005,20,24392,23671
21/01/2005,21,23999,23179
21/01/2005,22,23199,22484
21/01/2005,23,22472,21456
21/01/2005,24,21749,20247
22/01/2005,1,21074,19425
22/01/2005,2,21015,18966
22/01/2005,3,20863,18634
22/01/2005,4,20828,18486
22/01/2005,5,20750,18408
22/01/2005,6,20911,18594
22/01/2005,7,21409,19096
22/01/2005,8,22064,19824
22/01/2005,9,22318,20664
22/01/2005,10,23211,21557
22/01/2005,11,24228,22064
22/01/2005,12,24727,22406
22/01/2005,13,24633,22469
22/01/2005,14,24222,22168
22/01/2005,15,23964,21896
22/01/2005,16,23716,21760
22/01/2005,17,23626,22212
22/01/2005,18,24553,23029
22/01/2005,19,24665,23258
22/01/2005,20,24206,22731
22/01/2005,21,23608,22158
22/01/2005,22,23153,21469
22/01/2005,23,22042,20728
22/01/2005,24,20916,19687
23/01/2005,1,20061,18957
23/01/2005,2,19708,18574
23/01/2005,3,19473,18325
23/01/2005,4,19212,18218
23/01/2005,5,19296,18227
23/01/2005,6,19326,18487
23/01/2005,7,19616,18787
23/01/2005,8,20332,19203
23/01/2005,9,20875,19746
23/01/2005,10,21524,20295
23/01/2005,11,21631,20502
23/01/2005,12,21852,20723
23/01/2005,13,21675,20646
23/01/2005,14,21398,20369
23/01/2005,15,21223,20094
23/01/2005,16,21198,20069
23/01/2005,17,21701,20672
23/01/2005,18,23146,21942
23/01/2005,19,23705,22501
23/01/2005,20,23522,22296
23/01/2005,21,23257,22050
23/01/2005,22,22678,21442
23/01/2005,23,21702,20541
23/01/2005,24,20892,19526
24/01/2005,1,20401,18912
24/01/2005,2,19846,18427
24/01/2005,3,19703,18372
24/01/2005,4,20234,18345
24/01/2005,5,19965,18451
24/01/2005,6,20315,19151
24/01/2005,7,22105,20389
24/01/2005,8,23772,22243
24/01/2005,9,24941,22778
24/01/2005,10,24832,22669
24/01/2005,11,24886,22737
24/01/2005,12,24677,22765
24/01/2005,13,24416,22553
24/01/2005,14,24261,22398
24/01/2005,15,24058,22145
24/01/2005,16,24113,22200
24/01/2005,17,24434,22571
24/01/2005,18,25099,23320
24/01/2005,19,25310,23747
24/01/2005,20,25119,23156
24/01/2005,21,24519,22556
24/01/2005,22,23729,21766
24/01/2005,23,22390,20427
24/01/2005,24,20363,19002
25/01/2005,1,19488,18149
25/01/2005,2,19382,17686
25/01/2005,3,19487,17418
25/01/2005,4,19447,17390
25/01/2005,5,19639,17523
25/01/2005,6,19820,18198
25/01/2005,7,21286,19514
25/01/2005,8,23040,21419
25/01/2005,9,23504,21783
25/01/2005,10,23617,21746
25/01/2005,11,23236,21753
25/01/2005,12,23347,21616
25/01/2005,13,22923,21434
25/01/2005,14,23075,21503
25/01/2005,15,23004,21468
25/01/2005,16,23279,21602
25/01/2005,17,23585,22258
25/01/2005,18,24582,23263
25/01/2005,19,24790,23471
25/01/2005,20,24305,23089
25/01/2005,21,23836,22620
25/01/2005,22,23034,21818
25/01/2005,23,21840,20608
25/01/2005,24,20586,19262
26/01/2005,1,19866,18237
26/01/2005,2,19332,17812
26/01/2005,3,19019,17616
26/01/2005,4,19024,17540
26/01/2005,5,18979,17760
26/01/2005,6,19747,18368
26/01/2005,7,21150,19875
26/01/2005,8,22954,21643
26/01/2005,9,23472,22076
26/01/2005,10,23422,21956
26/01/2005,11,23279,21936
26/01/2005,12,22783,21729
26/01/2005,13,22433,21427
26/01/2005,14,22291,21332
26/01/2005,15,22506,21156
26/01/2005,16,22285,20933
26/01/2005,17,23376,22047
26/01/2005,18,24104,23078
26/01/2005,19,24871,23845
26/01/2005,20,24588,23512
26/01/2005,21,24128,23102
26/01/2005,22,23544,22465
26/01/2005,23,22279,21250
26/01/2005,24,21294,19960
27/01/2005,1,20434,19050
27/01/2005,2,19989,18801
27/01/2005,3,20003,18638
27/01/2005,4,20051,18667
27/01/2005,5,20445,18791
27/01/2005,6,21026,19462
27/01/2005,7,22094,20820
27/01/2005,8,24161,22630
27/01/2005,9,24543,23037
27/01/2005,10,24509,22933
27/01/2005,11,24272,22826
27/01/2005,12,24061,22590
27/01/2005,13,23603,22237
27/01/2005,14,23425,21959
27/01/2005,15,23032,21816
27/01/2005,16,23092,21826
27/01/2005,17,23311,22345
27/01/2005,18,24493,23462
27/01/2005,19,25363,24353
27/01/2005,20,25579,24063
27/01/2005,21,25426,23641
27/01/2005,22,24308,22787
27/01/2005,23,23056,21545
27/01/2005,24,21588,20354
28/01/2005,1,20814,19621
28/01/2005,2,20845,19194
28/01/2005,3,20951,19087
28/01/2005,4,20721,18895
28/01/2005,5,20642,19086
28/01/2005,6,21359,19709
28/01/2005,7,22546,20960
28/01/2005,8,24211,22695
28/01/2005,9,24936,23073
28/01/2005,10,24502,22886
28/01/2005,11,24234,22663
28/01/2005,12,23919,22348
28/01/2005,13,22849,21928
28/01/2005,14,23059,21638
28/01/2005,15,22851,21330
28/01/2005,16,22480,21059
28/01/2005,17,22801,21389
28/01/2005,18,23790,22407
28/01/2005,19,24512,23103
28/01/2005,20,23904,22533
28/01/2005,21,23429,22058
28/01/2005,22,22799,21378
28/01/2005,23,21686,20276
28/01/2005,24,20621,19032
29/01/2005,1,20212,18045
29/01/2005,2,20053,17664
29/01/2005,3,19881,17422
29/01/2005,4,19673,17332
29/01/2005,5,19621,17372
29/01/2005,6,19661,17564
29/01/2005,7,20250,18118
29/01/2005,8,20682,18983
29/01/2005,9,21604,19722
29/01/2005,10,22031,20259
29/01/2005,11,22249,20313
29/01/2005,12,21860,20089
29/01/2005,13,21542,19783
29/01/2005,14,20831,19428
29/01/2005,15,20666,19107
29/01/2005,16,20588,18984
29/01/2005,17,21043,19416
29/01/2005,18,22314,20363
29/01/2005,19,22329,20775
29/01/2005,20,21923,20180
29/01/2005,21,20760,19690
29/01/2005,22,20394,19140
29/01/2005,23,19681,18477
29/01/2005,24,19384,17580
30/01/2005,1,18969,16813
30/01/2005,2,18492,16392
30/01/2005,3,18478,16184
30/01/2005,4,18320,16097
30/01/2005,5,18343,16075
30/01/2005,6,18566,16177
30/01/2005,7,18555,16556
30/01/2005,8,18332,17115
30/01/2005,9,19275,17776
30/01/2005,10,19703,18214
30/01/2005,11,20502,18413
30/01/2005,12,20521,18482
30/01/2005,13,20457,18382
30/01/2005,14,19987,18162
30/01/2005,15,19465,17952
30/01/2005,16,19715,18004
30/01/2005,17,20329,18602
30/01/2005,18,21386,19674
30/01/2005,19,22118,20516
30/01/2005,20,21628,20156
30/01/2005,21,21075,19920
30/01/2005,22,20971,19416
30/01/2005,23,20273,18614
30/01/2005,24,19317,17663
31/01/2005,1,19058,16903
31/01/2005,2,18547,16591
31/01/2005,3,18397,16586
31/01/2005,4,18763,16616
31/01/2005,5,19193,16865
31/01/2005,6,19734,17613
31/01/2005,7,21077,19227
31/01/2005,8,22765,21150
31/01/2005,9,22866,21603
31/01/2005,10,22903,21475
31/01/2005,11,22767,21288
31/01/2005,12,22429,21077
31/01/2005,13,21993,20755
31/01/2005,14,22042,20629
31/01/2005,15,21800,20387
31/01/2005,16,21716,20344
31/01/2005,17,22300,20838
31/01/2005,18,23203,21901
31/01/2005,19,23799,22629
31/01/2005,20,23560,22260
31/01/2005,21,23346,21856
31/01/2005,22,22384,20994
31/01/2005,23,21142,19771
31/01/2005,24,20167,18497
01/02/2005,1,19281,17682
01/02/2005,2,18902,17273
01/02/2005,3,18704,17095
01/02/2005,4,18656,17029
01/02/2005,5,18787,17160
01/02/2005,6,19466,17697
01/02/2005,7,20760,19198
01/02/2005,8,22026,20945
01/02/2005,9,22531,21250
01/02/2005,10,22487,21082
01/02/2005,11,22562,20886
01/02/2005,12,22304,20630
01/02/2005,13,21886,20271
01/02/2005,14,21851,20084
01/02/2005,15,21424,19982
01/02/2005,16,21557,19893
01/02/2005,17,21992,20457
01/02/2005,18,23082,21361
01/02/2005,19,23734,22090
01/02/2005,20,23277,21879
01/02/2005,21,23178,21407
01/02/2005,22,22300,20587
01/02/2005,23,20915,19444
01/02/2005,24,19764,18163
02/02/2005,1,19113,17478
02/02/2005,2,18643,17023
02/02/2005,3,18470,16834
02/02/2005,4,18213,16739
02/02/2005,5,18465,16955
02/02/2005,6,19172,17460
02/02/2005,7,20141,18822
02/02/2005,8,21471,20552
02/02/2005,9,21875,21058
02/02/2005,10,21946,20981
02/02/2005,11,21736,20922
02/02/2005,12,21341,20627
02/02/2005,13,21110,20296
02/02/2005,14,21049,20183
02/02/2005,15,20646,19980
02/02/2005,16,20988,20089
02/02/2005,17,21763,20661
02/02/2005,18,22687,21635
02/02/2005,19,23239,22290
02/02/2005,20,22854,21855
02/02/2005,21,22384,21371
02/02/2005,22,21657,20513
02/02/2005,23,20362,19422
02/02/2005,24,19640,17995
03/02/2005,1,19158,17188
03/02/2005,2,18017,16702
03/02/2005,3,18614,16491
03/02/2005,4,18317,16320
03/02/2005,5,18393,16452
03/02/2005,6,19158,17072
03/02/2005,7,20622,18412
03/02/2005,8,21603,20195
03/02/2005,9,22364,20713
03/02/2005,10,22273,20681
03/02/2005,11,22313,20612
03/02/2005,12,21895,20394
03/02/2005,13,21651,20130
03/02/2005,14,21487,19928
03/02/2005,15,21122,19764
03/02/2005,16,20935,19736
03/02/2005,17,21355,20356
03/02/2005,18,21966,21112
03/02/2005,19,22738,21781
03/02/2005,20,22472,21415
03/02/2005,21,22317,21113
03/02/2005,22,21258,20209
03/02/2005,23,20219,19020
03/02/2005,24,19325,17778
04/02/2005,1,18824,17004
04/02/2005,2,18157,16472
04/02/2005,3,17868,16158
04/02/2005,4,17730,16045
04/02/2005,5,17981,16196
04/02/2005,6,18820,16935
04/02/2005,7,20378,18353
04/02/2005,8,21410,20059
04/02/2005,9,21644,20460
04/02/2005,10,21749,20377
04/02/2005,11,21803,20317
04/02/2005,12,21894,20036
04/02/2005,13,21564,19703
04/02/2005,14,21094,19552
04/02/2005,15,20792,19257
04/02/2005,16,20777,19092
04/02/2005,17,20610,19328
04/02/2005,18,21299,19994
04/02/2005,19,22281,20926
04/02/2005,20,21818,20516
04/02/2005,21,21423,20121
04/02/2005,22,20716,19464
04/02/2005,23,19828,18526
04/02/2005,24,18819,17240
05/02/2005,1,18312,16557
05/02/2005,2,17720,15869
05/02/2005,3,17410,15631
05/02/2005,4,17287,15386
05/02/2005,5,17345,15393
05/02/2005,6,17612,15734
05/02/2005,7,17744,16346
05/02/2005,8,18465,17231
05/02/2005,9,19219,18110
05/02/2005,10,19762,18748
05/02/2005,11,19968,18807
05/02/2005,12,19795,18586
05/02/2005,13,19626,18300
05/02/2005,14,19060,17831
05/02/2005,15,18652,17448
05/02/2005,16,18705,17351
05/02/2005,17,19199,17743
05/02/2005,18,19984,18635
05/02/2005,19,20833,19443
05/02/2005,20,20267,18908
05/02/2005,21,19977,18518
05/02/2005,22,19460,18076
05/02/2005,23,18844,17457
05/02/2005,24,18099,16507
06/02/2005,1,17936,15834
06/02/2005,2,17044,15294
06/02/2005,3,17009,15000
06/02/2005,4,16958,14854
06/02/2005,5,16864,14869
06/02/2005,6,17051,15004
06/02/2005,7,17065,15324
06/02/2005,8,17127,15883
06/02/2005,9,17718,16614
06/02/2005,10,18403,17299
06/02/2005,11,18711,17607
06/02/2005,12,19069,17652
06/02/2005,13,18939,17510
06/02/2005,14,18420,17311
06/02/2005,15,18203,17098
06/02/2005,16,18376,17271
06/02/2005,17,18996,17888
06/02/2005,18,19998,18890
06/02/2005,19,20594,19434
06/02/2005,20,20188,19028
06/02/2005,21,20151,18666
06/02/2005,22,19436,18147
06/02/2005,23,18642,17373
06/02/2005,24,17860,16276
07/02/2005,1,16967,15465
07/02/2005,2,16688,15148
07/02/2005,3,16723,15004
07/02/2005,4,16692,14978
07/02/2005,5,16705,15217
07/02/2005,6,17713,15805
07/02/2005,7,19346,17304
07/02/2005,8,20709,19302
07/02/2005,9,21328,19875
07/02/2005,10,21355,19856
07/02/2005,11,21535,20035
07/02/2005,12,21461,19915
07/02/2005,13,20997,19654
07/02/2005,14,20895,19606
07/02/2005,15,20961,19577
07/02/2005,16,21156,19602
07/02/2005,17,21523,20369
07/02/2005,18,22329,21122
07/02/2005,19,22862,21496
07/02/2005,20,22264,20928
07/02/2005,21,21702,20404
07/02/2005,22,20803,19423
07/02/2005,23,19778,18406
07/02/2005,24,18855,17131
08/02/2005,1,18018,16129
08/02/2005,2,17521,15822
08/02/2005,3,17445,15596
08/02/2005,4,17323,15504
08/02/2005,5,17196,15497
08/02/2005,6,17820,15981
08/02/2005,7,19368,17496
08/02/2005,8,20464,19225
08/02/2005,9,21458,19867
08/02/2005,10,21764,19884
08/02/2005,11,21462,20021
08/02/2005,12,21646,20095
08/02/2005,13,21785,19919
08/02/2005,14,21459,19843
08/02/2005,15,21429,19681
08/02/2005,16,21363,19750
