Date,Hour,Ontario Demand
19/12/2018,6,14428
19/12/2018,7,15789
19/12/2018,8,17259
19/12/2018,9,17459
19/12/2018,10,17194
19/12/2018,11,16946
19/12/2018,12,16704
19/12/2018,13,16328
19/12/2018,14,16264
19/12/2018,15,16448
19/12/2018,16,16909
19/12/2018,17,17903
19/12/2018,18,18583
19/12/2018,19,18302
19/12/2018,20,18161
19/12/2018,21,18043
19/12/2018,22,17324
19/12/2018,23,16255
19/12/2018,24,15133
20/12/2018,1,14386
20/12/2018,2,13874
20/12/2018,3,13656
20/12/2018,4,13657
20/12/2018,5,13805
20/12/2018,6,14415
20/12/2018,7,15602
20/12/2018,8,17099
20/12/2018,9,17356
20/12/2018,10,17049
20/12/2018,11,17089
20/12/2018,12,17078
20/12/2018,13,17215
20/12/2018,14,17268
20/12/2018,15,17034
20/12/2018,16,17224
20/12/2018,17,17866
20/12/2018,18,18446
20/12/2018,19,18201
20/12/2018,20,18025
20/12/2018,21,17759
20/12/2018,22,17194
20/12/2018,23,16138
20/12/2018,24,14964
21/12/2018,1,14103
21/12/2018,2,13628
21/12/2018,3,13351
21/12/2018,4,13200
21/12/2018,5,13304
21/12/2018,6,14065
21/12/2018,7,15264
21/12/2018,8,16537
21/12/2018,9,17140
21/12/2018,10,17262
21/12/2018,11,17274
21/12/2018,12,17206
21/12/2018,13,16811
21/12/2018,14,16613
21/12/2018,15,16716
21/12/2018,16,16848
21/12/2018,17,17322
21/12/2018,18,17899
21/12/2018,19,17676
21/12/2018,20,17440
21/12/2018,21,17305
21/12/2018,22,16738
21/12/2018,23,15819
21/12/2018,24,14791
22/12/2018,1,14079
22/12/2018,2,13593
22/12/2018,3,13297
22/12/2018,4,13054
22/12/2018,5,13074
22/12/2018,6,13378
22/12/2018,7,14000
22/12/2018,8,14724
22/12/2018,9,15479
22/12/2018,10,16195
22/12/2018,11,16541
22/12/2018,12,16788
22/12/2018,13,16671
22/12/2018,14,16567
22/12/2018,15,16460
22/12/2018,16,16736
22/12/2018,17,17613
22/12/2018,18,18096
22/12/2018,19,17889
22/12/2018,20,17605
22/12/2018,21,17304
22/12/2018,22,16759
22/12/2018,23,15979
22/12/2018,24,15082
23/12/2018,1,14376
23/12/2018,2,13887
23/12/2018,3,13526
23/12/2018,4,13457
23/12/2018,5,13560
23/12/2018,6,13734
23/12/2018,7,13971
23/12/2018,8,14607
23/12/2018,9,15400
23/12/2018,10,15858
23/12/2018,11,16150
23/12/2018,12,16289
23/12/2018,13,16388
23/12/2018,14,16256
23/12/2018,15,16283
23/12/2018,16,16627
23/12/2018,17,17290
23/12/2018,18,17886
23/12/2018,19,17683
23/12/2018,20,17426
23/12/2018,21,16953
23/12/2018,22,16428
23/12/2018,23,15665
23/12/2018,24,14925
24/12/2018,1,14204
24/12/2018,2,13660
24/12/2018,3,13307
24/12/2018,4,12905
24/12/2018,5,13067
24/12/2018,6,13475
24/12/2018,7,14130
24/12/2018,8,14709
24/12/2018,9,15490
24/12/2018,10,16072
24/12/2018,11,16621
24/12/2018,12,16582
24/12/2018,13,16512
24/12/2018,14,16375
24/12/2018,15,16211
24/12/2018,16,16026
24/12/2018,17,16422
24/12/2018,18,16998
24/12/2018,19,16397
24/12/2018,20,16129
24/12/2018,21,15683
24/12/2018,22,15450
24/12/2018,23,14784
24/12/2018,24,14495
25/12/2018,1,13783
25/12/2018,2,13311
25/12/2018,3,13119
25/12/2018,4,12977
25/12/2018,5,12969
25/12/2018,6,13106
25/12/2018,7,13633
25/12/2018,8,14249
25/12/2018,9,14884
25/12/2018,10,15046
25/12/2018,11,15056
25/12/2018,12,14973
25/12/2018,13,14727
25/12/2018,14,14946
25/12/2018,15,15063
25/12/2018,16,15461
25/12/2018,17,16007
25/12/2018,18,16340
25/12/2018,19,15835
25/12/2018,20,15660
25/12/2018,21,15532
25/12/2018,22,15264
25/12/2018,23,14800
25/12/2018,24,14198
26/12/2018,1,13560
26/12/2018,2,13105
26/12/2018,3,12808
26/12/2018,4,12769
26/12/2018,5,12806
26/12/2018,6,13091
26/12/2018,7,13524
26/12/2018,8,14107
26/12/2018,9,14514
26/12/2018,10,14844
26/12/2018,11,15173
26/12/2018,12,15225
26/12/2018,13,15275
26/12/2018,14,15250
26/12/2018,15,15380
26/12/2018,16,15500
26/12/2018,17,16088
26/12/2018,18,16870
26/12/2018,19,16646
26/12/2018,20,16414
26/12/2018,21,16158
26/12/2018,22,15744
26/12/2018,23,14972
26/12/2018,24,14268
27/12/2018,1,13653
27/12/2018,2,13259
27/12/2018,3,13171
27/12/2018,4,13087
27/12/2018,5,13248
27/12/2018,6,13652
27/12/2018,7,14511
27/12/2018,8,15405
27/12/2018,9,16019
27/12/2018,10,16259
27/12/2018,11,16456
27/12/2018,12,16622
27/12/2018,13,16614
27/12/2018,14,16532
27/12/2018,15,16436
27/12/2018,16,16673
27/12/2018,17,17363
27/12/2018,18,18238
27/12/2018,19,17832
27/12/2018,20,17616
27/12/2018,21,17278
27/12/2018,22,16596
27/12/2018,23,15592
27/12/2018,24,14655
28/12/2018,1,13822
28/12/2018,2,13177
28/12/2018,3,12832
28/12/2018,4,12667
28/12/2018,5,12629
28/12/2018,6,12890
28/12/2018,7,13703
28/12/2018,8,14500
28/12/2018,9,15032
28/12/2018,10,15345
28/12/2018,11,15677
28/12/2018,12,15872
28/12/2018,13,15826
28/12/2018,14,15728
28/12/2018,15,15443
28/12/2018,16,15400
28/12/2018,17,15813
28/12/2018,18,16428
28/12/2018,19,16257
28/12/2018,20,16085
28/12/2018,21,16007
28/12/2018,22,15606
28/12/2018,23,14756
28/12/2018,24,13926
29/12/2018,1,13252
29/12/2018,2,12836
29/12/2018,3,12483
29/12/2018,4,12284
29/12/2018,5,12320
29/12/2018,6,12579
29/12/2018,7,13257
29/12/2018,8,14160
29/12/2018,9,14846
29/12/2018,10,15566
29/12/2018,11,15940
29/12/2018,12,16046
29/12/2018,13,15808
29/12/2018,14,15747
29/12/2018,15,15612
29/12/2018,16,15863
29/12/2018,17,16857
29/12/2018,18,17835
29/12/2018,19,17715
29/12/2018,20,17419
29/12/2018,21,17206
29/12/2018,22,16649
29/12/2018,23,15939
29/12/2018,24,15040
30/12/2018,1,14369
30/12/2018,2,14008
30/12/2018,3,13805
30/12/2018,4,13682
30/12/2018,5,13681
30/12/2018,6,13785
30/12/2018,7,14001
30/12/2018,8,14413
30/12/2018,9,14842
30/12/2018,10,15355
30/12/2018,11,15779
30/12/2018,12,15979
30/12/2018,13,15878
30/12/2018,14,15828
30/12/2018,15,15708
30/12/2018,16,16035
30/12/2018,17,16700
30/12/2018,18,17426
30/12/2018,19,17314
30/12/2018,20,16773
30/12/2018,21,16515
30/12/2018,22,16003
30/12/2018,23,15346
30/12/2018,24,14614
31/12/2018,1,13890
31/12/2018,2,13356
31/12/2018,3,12963
31/12/2018,4,12905
31/12/2018,5,13125
31/12/2018,6,13551
31/12/2018,7,14124
31/12/2018,8,14781
31/12/2018,9,15402
31/12/2018,10,15570
31/12/2018,11,15895
31/12/2018,12,15812
31/12/2018,13,15763
31/12/2018,14,15662
31/12/2018,15,15829
31/12/2018,16,16211
31/12/2018,17,16604
31/12/2018,18,17125
31/12/2018,19,16583
31/12/2018,20,16195
31/12/2018,21,15668
31/12/2018,22,14987
31/12/2018,23,14560
31/12/2018,24,13828
01/01/2019,1,13198
01/01/2019,2,12737
01/01/2019,3,12531
01/01/2019,4,12291
01/01/2019,5,12305
01/01/2019,6,12559
01/01/2019,7,13009
01/01/2019,8,13234
01/01/2019,9,13558
01/01/2019,10,13973
01/01/2019,11,14207
01/01/2019,12,14391
01/01/2019,13,14442
01/01/2019,14,14427
01/01/2019,15,14557
01/01/2019,16,15000
01/01/2019,17,16064
01/01/2019,18,17232
01/01/2019,19,17278
01/01/2019,20,17055
01/01/2019,21,16834
01/01/2019,22,16320
01/01/2019,23,15521
01/01/2019,24,14944
02/01/2019,1,14631
02/01/2019,2,14240
02/01/2019,3,14021
02/01/2019,4,13924
02/01/2019,5,14183
02/01/2019,6,14813
02/01/2019,7,16096
02/01/2019,8,17129
02/01/2019,9,17438
02/01/2019,10,17409
02/01/2019,11,17392
02/01/2019,12,17407
02/01/2019,13,17611
02/01/2019,14,17850
02/01/2019,15,17997
02/01/2019,16,18464
02/01/2019,17,18802
02/01/2019,18,19666
02/01/2019,19,19285
02/01/2019,20,19136
02/01/2019,21,18737
02/01/2019,22,17961
02/01/2019,23,16811
02/01/2019,24,15879
03/01/2019,1,15236
03/01/2019,2,14589
03/01/2019,3,14349
03/01/2019,4,14024
03/01/2019,5,14074
03/01/2019,6,14539
03/01/2019,7,15604
03/01/2019,8,16668
03/01/2019,9,17220
03/01/2019,10,17670
03/01/2019,11,17858
03/01/2019,12,17719
03/01/2019,13,17417
03/01/2019,14,17471
03/01/2019,15,17657
03/01/2019,16,17777
03/01/2019,17,18230
03/01/2019,18,18803
03/01/2019,19,18414
03/01/2019,20,18182
03/01/2019,21,17868
03/01/2019,22,17048
03/01/2019,23,16071
03/01/2019,24,15024
04/01/2019,1,14378
04/01/2019,2,13862
04/01/2019,3,13622
04/01/2019,4,13464
04/01/2019,5,13560
04/01/2019,6,13984
04/01/2019,7,15038
04/01/2019,8,15999
04/01/2019,9,16178
04/01/2019,10,16297
04/01/2019,11,16269
04/01/2019,12,16171
04/01/2019,13,15948
04/01/2019,14,15733
04/01/2019,15,15513
04/01/2019,16,15878
04/01/2019,17,16633
04/01/2019,18,17738
04/01/2019,19,17658
04/01/2019,20,17425
04/01/2019,21,17038
04/01/2019,22,16647
04/01/2019,23,15772
04/01/2019,24,14740
05/01/2019,1,13781
05/01/2019,2,13223
05/01/2019,3,12984
05/01/2019,4,12882
05/01/2019,5,12994
05/01/2019,6,13167
05/01/2019,7,13641
05/01/2019,8,14488
05/01/2019,9,15072
05/01/2019,10,15504
05/01/2019,11,15764
05/01/2019,12,16042
05/01/2019,13,16056
05/01/2019,14,15840
05/01/2019,15,15761
05/01/2019,16,15859
05/01/2019,17,16343
05/01/2019,18,17184
05/01/2019,19,16913
05/01/2019,20,16558
05/01/2019,21,16106
05/01/2019,22,15543
05/01/2019,23,14756
05/01/2019,24,13810
06/01/2019,1,13323
06/01/2019,2,12839
06/01/2019,3,12462
06/01/2019,4,12332
06/01/2019,5,12502
06/01/2019,6,12643
06/01/2019,7,13061
06/01/2019,8,13748
06/01/2019,9,14211
06/01/2019,10,14576
06/01/2019,11,14798
06/01/2019,12,14637
06/01/2019,13,14968
06/01/2019,14,15167
06/01/2019,15,15389
06/01/2019,16,15849
06/01/2019,17,16731
06/01/2019,18,18226
06/01/2019,19,18194
06/01/2019,20,17843
06/01/2019,21,17404
06/01/2019,22,16848
06/01/2019,23,15899
06/01/2019,24,14959
07/01/2019,1,14474
07/01/2019,2,14024
07/01/2019,3,13803
07/01/2019,4,13732
07/01/2019,5,14101
07/01/2019,6,14763
07/01/2019,7,16056
07/01/2019,8,17642
07/01/2019,9,18007
07/01/2019,10,18027
07/01/2019,11,18146
07/01/2019,12,18329
07/01/2019,13,18344
07/01/2019,14,18388
07/01/2019,15,18247
07/01/2019,16,18356
07/01/2019,17,18977
07/01/2019,18,19717
07/01/2019,19,19204
07/01/2019,20,18954
07/01/2019,21,18550
07/01/2019,22,17843
07/01/2019,23,16650
07/01/2019,24,15568
08/01/2019,1,14711
08/01/2019,2,14104
08/01/2019,3,13773
08/01/2019,4,13591
08/01/2019,5,13826
08/01/2019,6,14413
08/01/2019,7,15647
08/01/2019,8,17043
08/01/2019,9,17102
08/01/2019,10,16911
08/01/2019,11,16891
08/01/2019,12,16873
08/01/2019,13,16721
08/01/2019,14,16907
08/01/2019,15,17045
08/01/2019,16,17234
08/01/2019,17,17795
08/01/2019,18,18527
08/01/2019,19,18031
08/01/2019,20,17746
08/01/2019,21,17361
08/01/2019,22,16705
08/01/2019,23,15699
08/01/2019,24,14746
09/01/2019,1,13907
09/01/2019,2,13478
09/01/2019,3,13443
09/01/2019,4,13512
09/01/2019,5,13599
09/01/2019,6,14067
09/01/2019,7,15242
09/01/2019,8,16411
09/01/2019,9,17061
09/01/2019,10,17146
09/01/2019,11,17202
09/01/2019,12,16931
09/01/2019,13,16834
09/01/2019,14,16743
09/01/2019,15,16807
09/01/2019,16,17142
09/01/2019,17,17982
09/01/2019,18,18794
09/01/2019,19,18747
09/01/2019,20,18645
09/01/2019,21,18334
09/01/2019,22,17567
09/01/2019,23,16590
09/01/2019,24,15477
10/01/2019,1,14716
10/01/2019,2,14340
10/01/2019,3,14134
10/01/2019,4,14083
10/01/2019,5,14312
10/01/2019,6,14965
10/01/2019,7,16373
10/01/2019,8,17677
10/01/2019,9,18082
10/01/2019,10,17887
10/01/2019,11,17720
10/01/2019,12,17294
10/01/2019,13,17075
10/01/2019,14,16996
10/01/2019,15,17104
10/01/2019,16,17626
10/01/2019,17,18607
10/01/2019,18,19804
10/01/2019,19,20012
10/01/2019,20,19965
10/01/2019,21,19638
10/01/2019,22,18957
10/01/2019,23,17753
10/01/2019,24,16737
11/01/2019,1,15897
11/01/2019,2,15604
11/01/2019,3,15697
11/01/2019,4,15639
11/01/2019,5,15670
11/01/2019,6,16306
11/01/2019,7,17618
11/01/2019,8,19088
11/01/2019,9,19305
11/01/2019,10,19016
11/01/2019,11,18572
11/01/2019,12,17974
11/01/2019,13,17632
11/01/2019,14,17450
11/01/2019,15,17481
11/01/2019,16,18012
11/01/2019,17,18919
11/01/2019,18,19934
11/01/2019,19,19826
11/01/2019,20,19557
11/01/2019,21,19207
11/01/2019,22,18563
11/01/2019,23,17679
11/01/2019,24,16548
12/01/2019,1,15742
12/01/2019,2,15286
12/01/2019,3,14936
12/01/2019,4,14769
12/01/2019,5,14744
12/01/2019,6,14983
12/01/2019,7,15512
12/01/2019,8,16279
12/01/2019,9,16962
12/01/2019,10,17202
12/01/2019,11,17044
12/01/2019,12,17015
12/01/2019,13,16808
12/01/2019,14,16703
12/01/2019,15,16796
12/01/2019,16,17135
12/01/2019,17,17785
12/01/2019,18,18853
12/01/2019,19,18658
12/01/2019,20,18118
12/01/2019,21,17750
12/01/2019,22,17313
12/01/2019,23,16705
12/01/2019,24,15867
13/01/2019,1,15174
13/01/2019,2,14619
13/01/2019,3,14441
13/01/2019,4,14438
13/01/2019,5,14464
13/01/2019,6,14565
13/01/2019,7,14998
13/01/2019,8,15741
13/01/2019,9,16248
13/01/2019,10,16384
13/01/2019,11,16230
13/01/2019,12,16250
13/01/2019,13,16322
13/01/2019,14,16231
13/01/2019,15,16316
13/01/2019,16,16769
13/01/2019,17,17804
13/01/2019,18,19220
13/01/2019,19,19314
13/01/2019,20,18788
13/01/2019,21,18315
13/01/2019,22,17814
13/01/2019,23,16980
13/01/2019,24,16052
14/01/2019,1,15459
14/01/2019,2,14977
14/01/2019,3,14979
14/01/2019,4,15050
14/01/2019,5,15228
14/01/2019,6,15856
14/01/2019,7,17157
14/01/2019,8,18718
14/01/2019,9,18922
14/01/2019,10,18275
14/01/2019,11,17968
14/01/2019,12,17662
14/01/2019,13,17289
14/01/2019,14,17147
14/01/2019,15,17240
14/01/2019,16,17508
14/01/2019,17,18283
14/01/2019,18,19390
14/01/2019,19,19555
14/01/2019,20,19291
14/01/2019,21,18924
14/01/2019,22,18253
14/01/2019,23,17031
14/01/2019,24,15834
15/01/2019,1,15166
15/01/2019,2,14607
15/01/2019,3,14553
15/01/2019,4,14434
15/01/2019,5,14610
15/01/2019,6,15148
15/01/2019,7,16347
15/01/2019,8,17705
15/01/2019,9,18111
15/01/2019,10,18043
15/01/2019,11,18080
15/01/2019,12,18083
15/01/2019,13,17778
15/01/2019,14,17820
15/01/2019,15,17882
15/01/2019,16,18147
15/01/2019,17,18794
15/01/2019,18,19291
15/01/2019,19,19061
15/01/2019,20,18765
15/01/2019,21,18507
15/01/2019,22,17749
15/01/2019,23,16742
15/01/2019,24,15693
16/01/2019,1,14877
16/01/2019,2,14649
16/01/2019,3,14542
16/01/2019,4,14451
16/01/2019,5,14553
16/01/2019,6,15166
16/01/2019,7,16164
16/01/2019,8,17677
16/01/2019,9,17990
16/01/2019,10,17991
16/01/2019,11,17789
16/01/2019,12,17307
16/01/2019,13,16793
16/01/2019,14,16524
16/01/2019,15,16505
16/01/2019,16,16986
16/01/2019,17,18473
16/01/2019,18,19659
16/01/2019,19,19928
16/01/2019,20,19866
16/01/2019,21,19639
16/01/2019,22,18946
16/01/2019,23,17730
16/01/2019,24,16645
17/01/2019,1,15894
17/01/2019,2,15573
17/01/2019,3,15387
17/01/2019,4,15384
17/01/2019,5,15573
17/01/2019,6,16088
17/01/2019,7,17289
17/01/2019,8,18781
17/01/2019,9,18898
17/01/2019,10,18312
17/01/2019,11,17993
17/01/2019,12,17928
17/01/2019,13,18105
17/01/2019,14,18259
17/01/2019,15,18368
17/01/2019,16,18478
17/01/2019,17,19188
17/01/2019,18,20142
17/01/2019,19,20113
17/01/2019,20,19697
17/01/2019,21,19351
17/01/2019,22,18744
17/01/2019,23,17736
17/01/2019,24,16577
18/01/2019,1,15737
18/01/2019,2,15453
18/01/2019,3,15316
18/01/2019,4,15198
18/01/2019,5,15026
18/01/2019,6,15361
18/01/2019,7,16643
18/01/2019,8,18113
18/01/2019,9,18499
18/01/2019,10,18465
18/01/2019,11,18414
18/01/2019,12,18312
18/01/2019,13,18329
18/01/2019,14,18323
18/01/2019,15,18040
18/01/2019,16,18071
18/01/2019,17,18531
18/01/2019,18,19257
18/01/2019,19,19170
18/01/2019,20,18990
18/01/2019,21,18799
18/01/2019,22,18243
18/01/2019,23,17354
18/01/2019,24,16320
19/01/2019,1,15676
19/01/2019,2,15458
19/01/2019,3,15234
19/01/2019,4,15015
19/01/2019,5,15382
19/01/2019,6,15697
19/01/2019,7,16037
19/01/2019,8,16667
19/01/2019,9,17414
19/01/2019,10,18234
19/01/2019,11,18853
19/01/2019,12,19204
19/01/2019,13,19311
19/01/2019,14,19371
19/01/2019,15,19105
19/01/2019,16,18911
19/01/2019,17,19396
19/01/2019,18,20324
19/01/2019,19,20249
19/01/2019,20,19613
19/01/2019,21,19229
19/01/2019,22,18535
19/01/2019,23,17707
19/01/2019,24,16946
20/01/2019,1,16404
20/01/2019,2,16044
20/01/2019,3,15878
20/01/2019,4,15827
20/01/2019,5,15745
20/01/2019,6,15784
20/01/2019,7,16108
20/01/2019,8,16738
20/01/2019,9,17353
20/01/2019,10,17806
20/01/2019,11,17939
20/01/2019,12,18034
20/01/2019,13,18172
20/01/2019,14,18115
20/01/2019,15,18129
20/01/2019,16,18495
20/01/2019,17,19361
20/01/2019,18,20758
20/01/2019,19,20879
20/01/2019,20,20460
20/01/2019,21,20025
20/01/2019,22,19424
20/01/2019,23,18514
20/01/2019,24,17609
21/01/2019,1,17163
21/01/2019,2,17017
21/01/2019,3,16744
21/01/2019,4,16722
21/01/2019,5,16969
21/01/2019,6,17590
21/01/2019,7,18773
21/01/2019,8,20360
21/01/2019,9,20534
21/01/2019,10,20369
21/01/2019,11,20364
21/01/2019,12,20304
21/01/2019,13,20103
21/01/2019,14,19838
21/01/2019,15,19533
21/01/2019,16,19584
21/01/2019,17,20356
21/01/2019,18,21525
21/01/2019,19,21274
21/01/2019,20,20875
21/01/2019,21,20574
21/01/2019,22,20176
21/01/2019,23,19163
21/01/2019,24,18090
22/01/2019,1,17370
22/01/2019,2,17011
22/01/2019,3,16683
22/01/2019,4,16627
22/01/2019,5,16767
22/01/2019,6,17166
22/01/2019,7,18410
22/01/2019,8,19747
22/01/2019,9,19847
22/01/2019,10,19635
22/01/2019,11,19707
22/01/2019,12,19701
22/01/2019,13,19342
22/01/2019,14,19391
22/01/2019,15,19275
22/01/2019,16,19339
22/01/2019,17,19797
22/01/2019,18,20504
22/01/2019,19,20591
22/01/2019,20,20254
22/01/2019,21,19910
22/01/2019,22,19220
22/01/2019,23,18139
22/01/2019,24,16847
23/01/2019,1,16181
23/01/2019,2,15737
23/01/2019,3,15587
23/01/2019,4,15462
23/01/2019,5,15414
23/01/2019,6,15907
23/01/2019,7,16897
23/01/2019,8,17954
23/01/2019,9,18392
23/01/2019,10,18427
23/01/2019,11,18678
23/01/2019,12,18707
23/01/2019,13,18616
23/01/2019,14,18605
23/01/2019,15,18404
23/01/2019,16,18508
23/01/2019,17,18875
23/01/2019,18,19389
23/01/2019,19,19074
23/01/2019,20,18839
23/01/2019,21,18603
23/01/2019,22,17912
23/01/2019,23,16692
23/01/2019,24,15549
24/01/2019,1,14826
24/01/2019,2,14426
24/01/2019,3,14290
24/01/2019,4,14181
24/01/2019,5,14468
24/01/2019,6,14982
24/01/2019,7,16110
24/01/2019,8,17417
24/01/2019,9,18169
24/01/2019,10,17903
24/01/2019,11,17981
24/01/2019,12,17728
24/01/2019,13,17457
24/01/2019,14,17371
24/01/2019,15,17604
24/01/2019,16,17835
24/01/2019,17,18393
24/01/2019,18,19125
24/01/2019,19,19251
24/01/2019,20,19026
24/01/2019,21,18747
24/01/2019,22,18260
24/01/2019,23,17271
24/01/2019,24,16130
25/01/2019,1,15416
25/01/2019,2,15024
25/01/2019,3,14730
25/01/2019,4,14686
25/01/2019,5,14815
25/01/2019,6,15524
25/01/2019,7,16526
25/01/2019,8,17888
25/01/2019,9,18226
25/01/2019,10,18109
25/01/2019,11,17624
25/01/2019,12,17430
25/01/2019,13,17409
25/01/2019,14,17663
25/01/2019,15,17730
25/01/2019,16,17803
25/01/2019,17,18013
25/01/2019,18,18924
25/01/2019,19,19165
25/01/2019,20,18885
25/01/2019,21,18858
25/01/2019,22,18449
25/01/2019,23,17655
25/01/2019,24,16734
26/01/2019,1,16179
26/01/2019,2,15837
26/01/2019,3,15596
26/01/2019,4,15454
26/01/2019,5,15521
26/01/2019,6,15656
26/01/2019,7,16324
26/01/2019,8,17018
26/01/2019,9,17711
26/01/2019,10,17925
26/01/2019,11,17410
26/01/2019,12,17042
26/01/2019,13,16918
26/01/2019,14,16811
26/01/2019,15,16949
26/01/2019,16,17490
26/01/2019,17,18158
26/01/2019,18,19223
26/01/2019,19,19534
26/01/2019,20,18897
26/01/2019,21,18356
26/01/2019,22,17681
26/01/2019,23,17130
26/01/2019,24,16633
27/01/2019,1,15686
27/01/2019,2,15187
27/01/2019,3,14935
27/01/2019,4,14768
27/01/2019,5,14607
27/01/2019,6,14824
27/01/2019,7,15295
27/01/2019,8,15879
27/01/2019,9,16433
27/01/2019,10,16960
27/01/2019,11,17019
27/01/2019,12,16978
27/01/2019,13,16892
27/01/2019,14,17005
27/01/2019,15,17097
27/01/2019,16,17465
27/01/2019,17,18365
27/01/2019,18,19553
27/01/2019,19,20056
27/01/2019,20,19584
27/01/2019,21,19034
27/01/2019,22,18493
27/01/2019,23,17735
27/01/2019,24,17185
28/01/2019,1,16709
28/01/2019,2,16331
28/01/2019,3,16177
28/01/2019,4,16180
28/01/2019,5,16205
28/01/2019,6,16852
28/01/2019,7,18227
28/01/2019,8,19597
28/01/2019,9,19590
28/01/2019,10,19365
28/01/2019,11,19401
28/01/2019,12,19493
28/01/2019,13,19592
28/01/2019,14,19682
28/01/2019,15,19594
28/01/2019,16,19707
28/01/2019,17,20090
28/01/2019,18,21049
28/01/2019,19,21041
28/01/2019,20,20827
28/01/2019,21,20432
28/01/2019,22,19584
28/01/2019,23,18394
28/01/2019,24,17235
29/01/2019,1,16446
29/01/2019,2,16092
29/01/2019,3,15803
29/01/2019,4,15616
29/01/2019,5,15779
29/01/2019,6,16265
29/01/2019,7,17415
29/01/2019,8,18637
29/01/2019,9,18963
29/01/2019,10,19177
29/01/2019,11,19036
29/01/2019,12,18702
29/01/2019,13,18593
29/01/2019,14,18648
29/01/2019,15,18456
29/01/2019,16,18639
29/01/2019,17,19137
29/01/2019,18,19746
29/01/2019,19,20169
29/01/2019,20,20040
29/01/2019,21,19880
29/01/2019,22,19207
29/01/2019,23,17959
29/01/2019,24,16918
30/01/2019,1,16109
30/01/2019,2,15865
30/01/2019,3,15700
30/01/2019,4,15695
30/01/2019,5,15844
30/01/2019,6,16518
30/01/2019,7,17895
30/01/2019,8,19153
30/01/2019,9,19268
30/01/2019,10,19031
30/01/2019,11,18981
30/01/2019,12,18917
30/01/2019,13,18786
30/01/2019,14,18802
30/01/2019,15,18777
30/01/2019,16,18923
30/01/2019,17,19429
30/01/2019,18,20333
30/01/2019,19,20986
30/01/2019,20,20930
30/01/2019,21,20672
30/01/2019,22,19943
30/01/2019,23,18947
30/01/2019,24,17931
31/01/2019,1,17415
31/01/2019,2,17139
31/01/2019,3,16827
31/01/2019,4,16816
31/01/2019,5,16789
31/01/2019,6,17389
31/01/2019,7,18501
31/01/2019,8,19808
31/01/2019,9,20068
31/01/2019,10,19609
31/01/2019,11,19414
31/01/2019,12,19202
31/01/2019,13,18910
31/01/2019,14,18799
31/01/2019,15,18611
31/01/2019,16,18962
31/01/2019,17,19602
31/01/2019,18,20596
31/01/2019,19,20873
31/01/2019,20,20764
31/01/2019,21,20713
31/01/2019,22,20321
31/01/2019,23,19388
31/01/2019,24,18277
01/02/2019,1,17579
01/02/2019,2,17177
01/02/2019,3,17038
01/02/2019,4,17043
01/02/2019,5,17148
01/02/2019,6,17561
01/02/2019,7,18745
01/02/2019,8,20007
01/02/2019,9,20086
01/02/2019,10,19519
01/02/2019,11,19088
01/02/2019,12,18744
01/02/2019,13,18412
01/02/2019,14,18159
01/02/2019,15,18116
01/02/2019,16,18279
01/02/2019,17,19004
01/02/2019,18,20008
01/02/2019,19,20500
01/02/2019,20,20301
01/02/2019,21,20040
01/02/2019,22,19440
01/02/2019,23,18331
01/02/2019,24,17306
02/02/2019,1,16427
02/02/2019,2,15873
02/02/2019,3,15689
02/02/2019,4,15568
02/02/2019,5,15524
02/02/2019,6,15682
02/02/2019,7,15955
02/02/2019,8,16754
02/02/2019,9,17256
02/02/2019,10,17694
02/02/2019,11,18002
02/02/2019,12,18041
02/02/2019,13,17908
02/02/2019,14,17550
02/02/2019,15,17467
02/02/2019,16,17421
02/02/2019,17,17743
02/02/2019,18,18334
02/02/2019,19,18543
02/02/2019,20,18035
02/02/2019,21,17585
02/02/2019,22,16984
02/02/2019,23,16241
02/02/2019,24,15435
03/02/2019,1,14655
03/02/2019,2,14188
03/02/2019,3,14017
03/02/2019,4,14053
03/02/2019,5,14000
03/02/2019,6,13992
03/02/2019,7,14265
03/02/2019,8,14935
03/02/2019,9,15511
03/02/2019,10,15886
03/02/2019,11,16350
03/02/2019,12,16307
03/02/2019,13,16280
03/02/2019,14,16104
03/02/2019,15,16252
03/02/2019,16,16471
03/02/2019,17,17118
03/02/2019,18,17720
03/02/2019,19,17887
03/02/2019,20,17277
03/02/2019,21,16798
03/02/2019,22,16063
03/02/2019,23,15401
03/02/2019,24,14696
04/02/2019,1,14005
04/02/2019,2,13765
04/02/2019,3,13627
04/02/2019,4,13509
04/02/2019,5,13671
04/02/2019,6,14226
04/02/2019,7,15472
04/02/2019,8,16741
04/02/2019,9,16891
04/02/2019,10,16980
04/02/2019,11,16726
04/02/2019,12,16439
04/02/2019,13,16475
04/02/2019,14,16481
04/02/2019,15,16377
04/02/2019,16,16474
04/02/2019,17,17213
04/02/2019,18,17903
04/02/2019,19,18045
04/02/2019,20,17781
04/02/2019,21,17503
04/02/2019,22,16735
04/02/2019,23,15669
04/02/2019,24,14699
05/02/2019,1,14067
05/02/2019,2,13695
05/02/2019,3,13373
05/02/2019,4,13371
05/02/2019,5,13532
05/02/2019,6,14125
05/02/2019,7,15460
05/02/2019,8,16771
05/02/2019,9,16974
05/02/2019,10,17230
05/02/2019,11,17082
05/02/2019,12,16887
05/02/2019,13,16830
05/02/2019,14,16780
05/02/2019,15,16760
05/02/2019,16,16990
05/02/2019,17,17885
05/02/2019,18,18988
