Date,Hour,Ontario Demand
01/01/2005,1,15016
01/01/2005,2,14470
01/01/2005,3,14015
01/01/2005,4,13622
01/01/2005,5,13545
01/01/2005,6,13588
01/01/2005,7,13727
01/01/2005,8,14093
01/01/2005,9,14457
01/01/2005,10,15017
01/01/2005,11,15560
01/01/2005,12,16039
01/01/2005,13,16293
01/01/2005,14,16366
01/01/2005,15,16281
01/01/2005,16,16406
01/01/2005,17,17086
01/01/2005,18,18386
01/01/2005,19,18368
01/01/2005,20,18215
01/01/2005,21,17911
01/01/2005,22,17494
01/01/2005,23,16830
01/01/2005,24,15973
02/01/2005,1,15182
02/01/2005,2,14707
02/01/2005,3,14394
02/01/2005,4,14277
02/01/2005,5,14367
02/01/2005,6,14541
02/01/2005,7,14968
02/01/2005,8,15549
02/01/2005,9,16282
02/01/2005,10,17126
02/01/2005,11,17802
02/01/2005,12,18225
02/01/2005,13,18495
02/01/2005,14,18579
02/01/2005,15,18393
02/01/2005,16,18431
02/01/2005,17,18985
02/01/2005,18,20044
02/01/2005,19,19619
02/01/2005,20,19170
02/01/2005,21,18714
02/01/2005,22,18137
02/01/2005,23,17236
02/01/2005,24,16242
03/01/2005,1,15487
03/01/2005,2,15045
03/01/2005,3,14843
03/01/2005,4,14753
03/01/2005,5,14828
03/01/2005,6,15298
03/01/2005,7,16332
03/01/2005,8,18058
03/01/2005,9,18706
03/01/2005,10,19121
03/01/2005,11,19484
03/01/2005,12,19649
03/01/2005,13,19682
03/01/2005,14,19415
03/01/2005,15,19360
03/01/2005,16,19562
03/01/2005,17,20498
03/01/2005,18,21757
03/01/2005,19,21494
03/01/2005,20,20985
03/01/2005,21,20461
03/01/2005,22,19666
03/01/2005,23,18429
03/01/2005,24,17109
04/01/2005,1,16141
04/01/2005,2,15590
04/01/2005,3,15338
04/01/2005,4,15253
04/01/2005,5,15443
04/01/2005,6,16040
04/01/2005,7,17478
04/01/2005,8,19354
04/01/2005,9,19959
04/01/2005,10,19955
04/01/2005,11,20017
04/01/2005,12,19987
04/01/2005,13,19856
04/01/2005,14,19753
04/01/2005,15,19693
04/01/2005,16,20092
04/01/2005,17,20923
04/01/2005,18,22222
04/01/2005,19,22118
04/01/2005,20,21632
04/01/2005,21,21102
04/01/2005,22,20333
04/01/2005,23,19120
04/01/2005,24,17735
05/01/2005,1,16579
05/01/2005,2,16222
05/01/2005,3,16047
05/01/2005,4,15921
05/01/2005,5,16204
05/01/2005,6,16817
05/01/2005,7,18194
05/01/2005,8,20046
05/01/2005,9,20553
05/01/2005,10,20598
05/01/2005,11,20748
05/01/2005,12,20833
05/01/2005,13,20805
05/01/2005,14,20820
05/01/2005,15,20791
05/01/2005,16,20915
05/01/2005,17,21896
05/01/2005,18,23125
05/01/2005,19,23089
05/01/2005,20,22602
05/01/2005,21,22127
05/01/2005,22,21388
05/01/2005,23,20053
05/01/2005,24,18662
06/01/2005,1,17764
06/01/2005,2,17396
06/01/2005,3,17161
06/01/2005,4,17027
06/01/2005,5,17062
06/01/2005,6,17629
06/01/2005,7,18970
06/01/2005,8,20797
06/01/2005,9,21445
06/01/2005,10,21529
06/01/2005,11,21799
06/01/2005,12,22008
06/01/2005,13,21888
06/01/2005,14,21745
06/01/2005,15,21607
06/01/2005,16,21558
06/01/2005,17,22187
06/01/2005,18,23199
06/01/2005,19,23233
06/01/2005,20,22720
06/01/2005,21,22201
06/01/2005,22,21347
06/01/2005,23,20016
06/01/2005,24,18706
07/01/2005,1,17777
07/01/2005,2,17262
07/01/2005,3,16965
07/01/2005,4,16845
07/01/2005,5,16915
07/01/2005,6,17476
07/01/2005,7,18737
07/01/2005,8,20510
07/01/2005,9,20993
07/01/2005,10,20865
07/01/2005,11,20778
07/01/2005,12,20714
07/01/2005,13,20603
07/01/2005,14,20455
07/01/2005,15,20351
07/01/2005,16,20485
07/01/2005,17,21094
07/01/2005,18,22063
07/01/2005,19,21881
07/01/2005,20,21245
07/01/2005,21,20803
07/01/2005,22,20119
07/01/2005,23,19103
07/01/2005,24,17773
08/01/2005,1,16754
08/01/2005,2,16151
08/01/2005,3,15746
08/01/2005,4,15487
08/01/2005,5,15518
08/01/2005,6,15686
08/01/2005,7,16048
08/01/2005,8,16966
08/01/2005,9,18034
08/01/2005,10,18856
08/01/2005,11,19221
08/01/2005,12,19338
08/01/2005,13,19111
08/01/2005,14,18799
08/01/2005,15,18628
08/01/2005,16,18715
08/01/2005,17,19320
08/01/2005,18,20464
08/01/2005,19,20350
08/01/2005,20,19780
08/01/2005,21,19195
08/01/2005,22,18656
08/01/2005,23,17868
08/01/2005,24,16962
09/01/2005,1,16103
09/01/2005,2,15503
09/01/2005,3,15105
09/01/2005,4,14835
09/01/2005,5,14759
09/01/2005,6,14970
09/01/2005,7,15332
09/01/2005,8,15931
09/01/2005,9,16664
09/01/2005,10,17572
09/01/2005,11,18183
09/01/2005,12,18560
09/01/2005,13,18683
09/01/2005,14,18650
09/01/2005,15,18556
09/01/2005,16,18636
09/01/2005,17,19320
09/01/2005,18,20537
09/01/2005,19,20367
09/01/2005,20,19983
09/01/2005,21,19552
09/01/2005,22,18985
09/01/2005,23,18087
09/01/2005,24,16956
10/01/2005,1,16238
10/01/2005,2,15817
10/01/2005,3,15639
10/01/2005,4,15655
10/01/2005,5,15807
10/01/2005,6,16451
10/01/2005,7,17699
10/01/2005,8,19682
10/01/2005,9,20336
10/01/2005,10,20377
10/01/2005,11,20616
10/01/2005,12,20728
10/01/2005,13,20531
10/01/2005,14,20431
10/01/2005,15,20358
10/01/2005,16,20551
10/01/2005,17,21262
10/01/2005,18,22389
10/01/2005,19,22281
10/01/2005,20,21837
10/01/2005,21,21316
10/01/2005,22,20448
10/01/2005,23,19241
10/01/2005,24,17890
11/01/2005,1,16806
11/01/2005,2,16296
11/01/2005,3,16110
11/01/2005,4,16064
11/01/2005,5,16314
11/01/2005,6,16875
11/01/2005,7,18275
11/01/2005,8,20234
11/01/2005,9,20815
11/01/2005,10,20831
11/01/2005,11,20855
11/01/2005,12,20806
11/01/2005,13,20611
11/01/2005,14,20665
11/01/2005,15,20539
11/01/2005,16,20708
11/01/2005,17,21496
11/01/2005,18,22640
11/01/2005,19,22575
11/01/2005,20,22078
11/01/2005,21,21572
11/01/2005,22,20725
11/01/2005,23,19524
11/01/2005,24,18168
12/01/2005,1,17175
12/01/2005,2,16689
12/01/2005,3,16483
12/01/2005,4,16379
12/01/2005,5,16627
12/01/2005,6,17061
12/01/2005,7,18322
12/01/2005,8,20217
12/01/2005,9,20843
12/01/2005,10,20878
12/01/2005,11,21072
12/01/2005,12,21292
12/01/2005,13,21111
12/01/2005,14,21015
12/01/2005,15,20871
12/01/2005,16,20849
12/01/2005,17,21535
12/01/2005,18,22335
12/01/2005,19,22111
12/01/2005,20,21495
12/01/2005,21,20898
12/01/2005,22,19829
12/01/2005,23,18522
12/01/2005,24,17313
13/01/2005,1,16251
13/01/2005,2,15620
13/01/2005,3,15306
13/01/2005,4,15149
13/01/2005,5,15225
13/01/2005,6,15766
13/01/2005,7,17162
13/01/2005,8,18941
13/01/2005,9,19463
13/01/2005,10,19372
13/01/2005,11,19601
13/01/2005,12,19545
13/01/2005,13,19320
13/01/2005,14,19280
13/01/2005,15,19238
13/01/2005,16,19486
13/01/2005,17,20409
13/01/2005,18,21349
13/01/2005,19,21335
13/01/2005,20,20981
13/01/2005,21,20517
13/01/2005,22,19803
13/01/2005,23,18571
13/01/2005,24,17474
14/01/2005,1,16467
14/01/2005,2,16119
14/01/2005,3,15880
14/01/2005,4,15755
14/01/2005,5,15882
14/01/2005,6,16471
14/01/2005,7,17886
14/01/2005,8,19918
14/01/2005,9,20506
14/01/2005,10,20567
14/01/2005,11,20569
14/01/2005,12,20618
14/01/2005,13,20463
14/01/2005,14,20389
14/01/2005,15,20278
14/01/2005,16,20449
14/01/2005,17,21121
14/01/2005,18,22146
14/01/2005,19,22420
14/01/2005,20,21964
14/01/2005,21,21446
14/01/2005,22,20778
14/01/2005,23,19736
14/01/2005,24,18573
15/01/2005,1,17500
15/01/2005,2,16913
15/01/2005,3,16590
15/01/2005,4,16515
15/01/2005,5,16487
15/01/2005,6,16787
15/01/2005,7,17299
15/01/2005,8,18205
15/01/2005,9,18920
15/01/2005,10,19462
15/01/2005,11,19793
15/01/2005,12,19842
15/01/2005,13,19638
15/01/2005,14,19380
15/01/2005,15,19179
15/01/2005,16,19115
15/01/2005,17,19607
15/01/2005,18,20900
15/01/2005,19,21155
15/01/2005,20,20537
15/01/2005,21,19990
15/01/2005,22,19453
15/01/2005,23,18729
15/01/2005,24,17740
16/01/2005,1,17032
16/01/2005,2,16547
16/01/2005,3,16223
16/01/2005,4,16075
16/01/2005,5,16030
16/01/2005,6,16171
16/01/2005,7,16615
16/01/2005,8,17269
16/01/2005,9,17973
16/01/2005,10,18766
16/01/2005,11,19233
16/01/2005,12,19460
16/01/2005,13,19509
16/01/2005,14,19368
16/01/2005,15,19332
16/01/2005,16,19422
16/01/2005,17,20199
16/01/2005,18,21452
16/01/2005,19,21661
16/01/2005,20,21153
16/01/2005,21,20707
16/01/2005,22,20104
16/01/2005,23,19276
16/01/2005,24,18327
17/01/2005,1,17637
17/01/2005,2,17219
17/01/2005,3,17106
17/01/2005,4,17070
17/01/2005,5,17238
17/01/2005,6,17983
17/01/2005,7,19276
17/01/2005,8,21405
17/01/2005,9,21963
17/01/2005,10,22007
17/01/2005,11,22074
17/01/2005,12,22027
17/01/2005,13,21824
17/01/2005,14,21708
17/01/2005,15,21610
17/01/2005,16,21775
17/01/2005,17,22536
17/01/2005,18,23752
17/01/2005,19,24086
17/01/2005,20,23653
17/01/2005,21,23298
17/01/2005,22,22489
17/01/2005,23,21257
17/01/2005,24,19966
18/01/2005,1,19152
18/01/2005,2,18879
18/01/2005,3,18658
18/01/2005,4,18635
18/01/2005,5,18818
18/01/2005,6,19353
18/01/2005,7,20696
18/01/2005,8,22650
18/01/2005,9,22996
18/01/2005,10,22797
18/01/2005,11,22685
18/01/2005,12,22543
18/01/2005,13,22274
18/01/2005,14,22095
18/01/2005,15,21964
18/01/2005,16,22106
18/01/2005,17,22876
18/01/2005,18,24096
18/01/2005,19,24362
18/01/2005,20,23886
18/01/2005,21,23408
18/01/2005,22,22565
18/01/2005,23,21241
18/01/2005,24,19807
19/01/2005,1,18795
19/01/2005,2,18371
19/01/2005,3,18124
19/01/2005,4,17998
19/01/2005,5,18129
19/01/2005,6,18704
19/01/2005,7,19871
19/01/2005,8,21566
19/01/2005,9,21989
19/01/2005,10,21940
19/01/2005,11,21993
19/01/2005,12,22028
19/01/2005,13,21798
19/01/2005,14,21552
19/01/2005,15,21460
19/01/2005,16,21489
19/01/2005,17,22153
19/01/2005,18,23107
19/01/2005,19,23183
19/01/2005,20,22717
19/01/2005,21,22209
19/01/2005,22,21368
19/01/2005,23,20257
19/01/2005,24,18949
20/01/2005,1,18120
20/01/2005,2,17657
20/01/2005,3,17478
20/01/2005,4,17397
20/01/2005,5,17689
20/01/2005,6,18380
20/01/2005,7,19828
20/01/2005,8,21747
20/01/2005,9,22310
20/01/2005,10,22183
20/01/2005,11,22236
20/01/2005,12,22063
20/01/2005,13,21692
20/01/2005,14,21641
20/01/2005,15,21645
20/01/2005,16,21786
20/01/2005,17,22471
20/01/2005,18,23697
20/01/2005,19,23912
20/01/2005,20,23592
20/01/2005,21,23209
20/01/2005,22,22553
20/01/2005,23,21569
20/01/2005,24,20420
21/01/2005,1,19374
21/01/2005,2,18936
21/01/2005,3,18763
21/01/2005,4,18777
21/01/2005,5,18906
21/01/2005,6,19496
21/01/2005,7,20872
21/01/2005,8,22908
21/01/2005,9,23388
21/01/2005,10,23174
21/01/2005,11,23216
21/01/2005,12,23021
21/01/2005,13,22576
21/01/2005,14,22279
21/01/2005,15,21969
21/01/2005,16,21941
21/01/2005,17,22455
21/01/2005,18,23575
21/01/2005,19,24008
21/01/2005,20,23671
21/01/2005,21,23179
21/01/2005,22,22484
21/01/2005,23,21456
21/01/2005,24,20247
22/01/2005,1,19425
22/01/2005,2,18966
22/01/2005,3,18634
22/01/2005,4,18486
22/01/2005,5,18408
22/01/2005,6,18594
22/01/2005,7,19096
22/01/2005,8,19824
22/01/2005,9,20664
22/01/2005,10,21557
22/01/2005,11,22064
22/01/2005,12,22406
22/01/2005,13,22469
22/01/2005,14,22168
22/01/2005,15,21896
22/01/2005,16,21760
22/01/2005,17,22212
22/01/2005,18,23029
22/01/2005,19,23258
22/01/2005,20,22731
22/01/2005,21,22158
22/01/2005,22,21469
22/01/2005,23,20728
22/01/2005,24,19687
23/01/2005,1,18957
23/01/2005,2,18574
23/01/2005,3,18325
23/01/2005,4,18218
23/01/2005,5,18227
23/01/2005,6,18487
23/01/2005,7,18787
23/01/2005,8,19203
23/01/2005,9,19746
23/01/2005,10,20295
23/01/2005,11,20502
23/01/2005,12,20723
23/01/2005,13,20646
23/01/2005,14,20369
23/01/2005,15,20094
23/01/2005,16,20069
23/01/2005,17,20672
23/01/2005,18,21942
23/01/2005,19,22501
23/01/2005,20,22296
23/01/2005,21,22050
23/01/2005,22,21442
23/01/2005,23,20541
23/01/2005,24,19526
24/01/2005,1,18912
24/01/2005,2,18427
24/01/2005,3,18372
24/01/2005,4,18345
24/01/2005,5,18451
24/01/2005,6,19151
24/01/2005,7,20389
24/01/2005,8,22243
24/01/2005,9,22778
24/01/2005,10,22669
24/01/2005,11,22737
24/01/2005,12,22765
24/01/2005,13,22553
24/01/2005,14,22398
24/01/2005,15,22145
24/01/2005,16,22200
24/01/2005,17,22571
24/01/2005,18,23320
24/01/2005,19,23747
24/01/2005,20,23156
24/01/2005,21,22556
24/01/2005,22,21766
24/01/2005,23,20427
24/01/2005,24,19002
25/01/2005,1,18149
25/01/2005,2,17686
25/01/2005,3,17418
25/01/2005,4,17390
25/01/2005,5,17523
25/01/2005,6,18198
25/01/2005,7,19514
25/01/2005,8,21419
25/01/2005,9,21783
25/01/2005,10,21746
25/01/2005,11,21753
25/01/2005,12,21616
25/01/2005,13,21434
25/01/2005,14,21503
25/01/2005,15,21468
25/01/2005,16,21602
25/01/2005,17,22258
25/01/2005,18,23263
25/01/2005,19,23471
25/01/2005,20,23089
25/01/2005,21,22620
25/01/2005,22,21818
25/01/2005,23,20608
25/01/2005,24,19262
26/01/2005,1,18237
26/01/2005,2,17812
26/01/2005,3,17616
26/01/2005,4,17540
26/01/2005,5,17760
26/01/2005,6,18368
26/01/2005,7,19875
26/01/2005,8,21643
26/01/2005,9,22076
26/01/2005,10,21956
26/01/2005,11,21936
26/01/2005,12,21729
26/01/2005,13,21427
26/01/2005,14,21332
26/01/2005,15,21156
26/01/2005,16,20933
26/01/2005,17,22047
26/01/2005,18,23078
26/01/2005,19,23845
26/01/2005,20,23512
26/01/2005,21,23102
26/01/2005,22,22465
26/01/2005,23,21250
26/01/2005,24,19960
27/01/2005,1,19050
27/01/2005,2,18801
27/01/2005,3,18638
27/01/2005,4,18667
27/01/2005,5,18791
27/01/2005,6,19462
27/01/2005,7,20820
27/01/2005,8,22630
27/01/2005,9,23037
27/01/2005,10,22933
27/01/2005,11,22826
27/01/2005,12,22590
27/01/2005,13,22237
27/01/2005,14,21959
27/01/2005,15,21816
27/01/2005,16,21826
27/01/2005,17,22345
27/01/2005,18,23462
27/01/2005,19,24353
27/01/2005,20,24063
27/01/2005,21,23641
27/01/2005,22,22787
27/01/2005,23,21545
27/01/2005,24,20354
28/01/2005,1,19621
28/01/2005,2,19194
28/01/2005,3,19087
28/01/2005,4,18895
28/01/2005,5,19086
28/01/2005,6,19709
28/01/2005,7,20960
28/01/2005,8,22695
28/01/2005,9,23073
28/01/2005,10,22886
28/01/2005,11,22663
28/01/2005,12,22348
28/01/2005,13,21928
28/01/2005,14,21638
28/01/2005,15,21330
28/01/2005,16,21059
28/01/2005,17,21389
28/01/2005,18,22407
28/01/2005,19,23103
28/01/2005,20,22533
28/01/2005,21,22058
28/01/2005,22,21378
28/01/2005,23,20276
28/01/2005,24,19032
29/01/2005,1,18045
29/01/2005,2,17664
29/01/2005,3,17422
29/01/2005,4,17332
29/01/2005,5,17372
29/01/2005,6,17564
29/01/2005,7,18118
29/01/2005,8,18983
29/01/2005,9,19722
29/01/2005,10,20259
29/01/2005,11,20313
29/01/2005,12,20089
29/01/2005,13,19783
29/01/2005,14,19428
29/01/2005,15,19107
29/01/2005,16,18984
29/01/2005,17,19416
29/01/2005,18,20363
29/01/2005,19,20775
29/01/2005,20,20180
29/01/2005,21,19690
29/01/2005,22,19140
29/01/2005,23,18477
29/01/2005,24,17580
30/01/2005,1,16813
30/01/2005,2,16392
30/01/2005,3,16184
30/01/2005,4,16097
30/01/2005,5,16075
30/01/2005,6,16177
30/01/2005,7,16556
30/01/2005,8,17115
30/01/2005,9,17776
30/01/2005,10,18214
30/01/2005,11,18413
30/01/2005,12,18482
30/01/2005,13,18382
30/01/2005,14,18162
30/01/2005,15,17952
30/01/2005,16,18004
30/01/2005,17,18602
30/01/2005,18,19674
30/01/2005,19,20516
30/01/2005,20,20156
30/01/2005,21,19920
30/01/2005,22,19416
30/01/2005,23,18614
30/01/2005,24,17663
31/01/2005,1,16903
31/01/2005,2,16591
31/01/2005,3,16586
31/01/2005,4,16616
31/01/2005,5,16865
31/01/2005,6,17613
31/01/2005,7,19227
31/01/2005,8,21150
31/01/2005,9,21603
31/01/2005,10,21475
31/01/2005,11,21288
31/01/2005,12,21077
31/01/2005,13,20755
31/01/2005,14,20629
31/01/2005,15,20387
31/01/2005,16,20344
31/01/2005,17,20838
31/01/2005,18,21901
31/01/2005,19,22629
31/01/2005,20,22260
31/01/2005,21,21856
31/01/2005,22,20994
31/01/2005,23,19771
31/01/2005,24,18497
01/02/2005,1,17682
01/02/2005,2,17273
01/02/2005,3,17095
01/02/2005,4,17029
01/02/2005,5,17160
01/02/2005,6,17697
01/02/2005,7,19198
01/02/2005,8,20945
01/02/2005,9,21250
01/02/2005,10,21082
01/02/2005,11,20886
01/02/2005,12,20630
01/02/2005,13,20271
01/02/2005,14,20084
01/02/2005,15,19982
01/02/2005,16,19893
01/02/2005,17,20457
01/02/2005,18,21361
01/02/2005,19,22090
01/02/2005,20,21879
01/02/2005,21,21407
01/02/2005,22,20587
01/02/2005,23,19444
01/02/2005,24,18163
02/02/2005,1,17478
02/02/2005,2,17023
02/02/2005,3,16834
02/02/2005,4,16739
02/02/2005,5,16955
02/02/2005,6,17460
02/02/2005,7,18822
02/02/2005,8,20552
02/02/2005,9,21058
02/02/2005,10,20981
02/02/2005,11,20922
02/02/2005,12,20627
02/02/2005,13,20296
02/02/2005,14,20183
02/02/2005,15,19980
02/02/2005,16,20089
02/02/2005,17,20661
02/02/2005,18,21635
02/02/2005,19,22290
02/02/2005,20,21855
02/02/2005,21,21371
02/02/2005,22,20513
02/02/2005,23,19422
02/02/2005,24,17995
03/02/2005,1,17188
03/02/2005,2,16702
03/02/2005,3,16491
03/02/2005,4,16320
03/02/2005,5,16452
03/02/2005,6,17072
03/02/2005,7,18412
03/02/2005,8,20195
03/02/2005,9,20713
03/02/2005,10,20681
03/02/2005,11,20612
03/02/2005,12,20394
03/02/2005,13,20130
03/02/2005,14,19928
03/02/2005,15,19764
03/02/2005,16,19736
03/02/2005,17,20356
03/02/2005,18,21112
03/02/2005,19,21781
03/02/2005,20,21415
03/02/2005,21,21113
03/02/2005,22,20209
03/02/2005,23,19020
03/02/2005,24,17778
04/02/2005,1,17004
04/02/2005,2,16472
04/02/2005,3,16158
04/02/2005,4,16045
04/02/2005,5,16196
04/02/2005,6,16935
04/02/2005,7,18353
04/02/2005,8,20059
04/02/2005,9,20460
04/02/2005,10,20377
04/02/2005,11,20317
04/02/2005,12,20036
04/02/2005,13,19703
04/02/2005,14,19552
04/02/2005,15,19257
04/02/2005,16,19092
04/02/2005,17,19328
04/02/2005,18,19994
04/02/2005,19,20926
04/02/2005,20,20516
04/02/2005,21,20121
04/02/2005,22,19464
04/02/2005,23,18526
04/02/2005,24,17240
05/02/2005,1,16557
05/02/2005,2,15869
05/02/2005,3,15631
05/02/2005,4,15386
05/02/2005,5,15393
05/02/2005,6,15734
05/02/2005,7,16346
05/02/2005,8,17231
05/02/2005,9,18110
05/02/2005,10,18748
05/02/2005,11,18807
05/02/2005,12,18586
05/02/2005,13,18300
05/02/2005,14,17831
05/02/2005,15,17448
05/02/2005,16,17351
05/02/2005,17,17743
05/02/2005,18,18635
05/02/2005,19,19443
05/02/2005,20,18908
05/02/2005,21,18518
05/02/2005,22,18076
05/02/2005,23,17457
05/02/2005,24,16507
06/02/2005,1,15834
06/02/2005,2,15294
06/02/2005,3,15000
06/02/2005,4,14854
06/02/2005,5,14869
06/02/2005,6,15004
06/02/2005,7,15324
06/02/2005,8,15883
06/02/2005,9,16614
06/02/2005,10,17299
06/02/2005,11,17607
06/02/2005,12,17652
06/02/2005,13,17510
06/02/2005,14,17311
06/02/2005,15,17098
06/02/2005,16,17271
06/02/2005,17,17888
06/02/2005,18,18890
06/02/2005,19,19434
06/02/2005,20,19028
06/02/2005,21,18666
06/02/2005,22,18147
06/02/2005,23,17373
06/02/2005,24,16276
07/02/2005,1,15465
07/02/2005,2,15148
07/02/2005,3,15004
07/02/2005,4,14978
07/02/2005,5,15217
07/02/2005,6,15805
07/02/2005,7,17304
07/02/2005,8,19302
07/02/2005,9,19875
07/02/2005,10,19856
07/02/2005,11,20035
07/02/2005,12,19915
07/02/2005,13,19654
07/02/2005,14,19606
07/02/2005,15,19577
07/02/2005,16,19602
07/02/2005,17,20369
07/02/2005,18,21122
07/02/2005,19,21496
07/02/2005,20,20928
07/02/2005,21,20404
07/02/2005,22,19423
07/02/2005,23,18406
07/02/2005,24,17131
08/02/2005,1,16129
08/02/2005,2,15822
08/02/2005,3,15596
08/02/2005,4,15504
08/02/2005,5,15497
08/02/2005,6,15981
08/02/2005,7,17496
08/02/2005,8,19225
08/02/2005,9,19867
08/02/2005,10,19884
08/02/2005,11,20021
08/02/2005,12,20095
08/02/2005,13,19919
08/02/2005,14,19843
08/02/2005,15,19681
08/02/2005,16,19750
08/02/2005,17,20417
08/02/2005,18,21214
08/02/2005,19,21559
08/02/2005,20,21186
08/02/2005,21,20731
08/02/2005,22,20004
08/02/2005,23,18896
08/02/2005,24,17627
09/02/2005,1,16655
09/02/2005,2,16113
09/02/2005,3,15855
09/02/2005,4,15847
09/02/2005,5,16016
09/02/2005,6,16733
09/02/2005,7,18320
09/02/2005,8,19617
09/02/2005,9,20657
09/02/2005,10,20645
09/02/2005,11,20734
09/02/2005,12,20748
09/02/2005,13,20895
09/02/2005,14,20842
09/02/2005,15,20436
09/02/2005,16,20450
09/02/2005,17,21030
09/02/2005,18,21847
09/02/2005,19,22322
09/02/2005,20,21969
09/02/2005,21,21504
09/02/2005,22,20696
09/02/2005,23,19487
09/02/2005,24,18158
10/02/2005,1,17027
10/02/2005,2,16843
10/02/2005,3,16642
10/02/2005,4,16469
10/02/2005,5,16571
10/02/2005,6,17172
10/02/2005,7,18573
10/02/2005,8,20330
10/02/2005,9,20795
10/02/2005,10,20787
10/02/2005,11,20730
10/02/2005,12,20618
10/02/2005,13,20281
10/02/2005,14,20061
10/02/2005,15,19983
10/02/2005,16,19959
10/02/2005,17,20455
10/02/2005,18,21199
10/02/2005,19,22025
10/02/2005,20,21869
10/02/2005,21,21456
10/02/2005,22,20668
10/02/2005,23,19523
10/02/2005,24,18200
11/02/2005,1,17308
11/02/2005,2,16895
11/02/2005,3,16724
11/02/2005,4,16656
11/02/2005,5,16872
11/02/2005,6,17453
11/02/2005,7,18786
11/02/2005,8,20478
11/02/2005,9,20792
11/02/2005,10,20682
11/02/2005,11,20616
11/02/2005,12,20485
11/02/2005,13,20223
11/02/2005,14,19967
11/02/2005,15,19767
11/02/2005,16,19810
11/02/2005,17,20309
11/02/2005,18,20990
11/02/2005,19,21525
11/02/2005,20,20952
11/02/2005,21,20560
11/02/2005,22,19730
11/02/2005,23,18763
11/02/2005,24,17428
12/02/2005,1,16594
12/02/2005,2,15989
12/02/2005,3,15735
12/02/2005,4,15624
12/02/2005,5,15445
12/02/2005,6,15711
12/02/2005,7,16233
12/02/2005,8,16990
12/02/2005,9,17807
12/02/2005,10,18513
12/02/2005,11,18726
12/02/2005,12,18544
12/02/2005,13,18390
12/02/2005,14,17984
12/02/2005,15,17878
12/02/2005,16,17756
12/02/2005,17,18218
12/02/2005,18,18938
12/02/2005,19,19576
12/02/2005,20,19319
12/02/2005,21,18668
12/02/2005,22,18201
12/02/2005,23,17548
12/02/2005,24,16807
13/02/2005,1,16025
13/02/2005,2,15566
13/02/2005,3,15438
13/02/2005,4,15470
13/02/2005,5,15455
13/02/2005,6,15597
13/02/2005,7,16163
13/02/2005,8,16701
13/02/2005,9,17297
13/02/2005,10,17913
13/02/2005,11,18172
13/02/2005,12,18276
13/02/2005,13,18258
13/02/2005,14,18077
13/02/2005,15,17727
13/02/2005,16,17932
13/02/2005,17,18520
13/02/2005,18,19456
13/02/2005,19,20215
13/02/2005,20,20002
13/02/2005,21,19663
13/02/2005,22,19081
13/02/2005,23,18147
13/02/2005,24,17122
14/02/2005,1,16362
14/02/2005,2,16163
14/02/2005,3,16023
14/02/2005,4,16084
14/02/2005,5,16318
14/02/2005,6,17117
14/02/2005,7,18530
14/02/2005,8,20360
14/02/2005,9,20993
14/02/2005,10,21252
14/02/2005,11,21471
14/02/2005,12,21587
14/02/2005,13,21524
14/02/2005,14,21330
14/02/2005,15,21246
14/02/2005,16,21222
14/02/2005,17,21672
14/02/2005,18,22151
14/02/2005,19,22067
14/02/2005,20,21441
14/02/2005,21,20703
14/02/2005,22,19868
14/02/2005,23,18705
14/02/2005,24,17325
15/02/2005,1,16481
15/02/2005,2,16045
15/02/2005,3,15749
15/02/2005,4,15544
15/02/2005,5,15599
15/02/2005,6,16170
15/02/2005,7,17618
15/02/2005,8,19508
15/02/2005,9,19958
15/02/2005,10,19932
15/02/2005,11,19951
15/02/2005,12,19885
15/02/2005,13,19815
15/02/2005,14,19756
15/02/2005,15,19808
15/02/2005,16,19857
15/02/2005,17,20482
15/02/2005,18,21183
15/02/2005,19,21455
15/02/2005,20,21030
15/02/2005,21,20543
15/02/2005,22,19646
15/02/2005,23,18579
15/02/2005,24,17314
16/02/2005,1,16492
16/02/2005,2,16195
16/02/2005,3,15804
16/02/2005,4,15728
16/02/2005,5,15870
16/02/2005,6,16515
16/02/2005,7,18020
16/02/2005,8,19804
16/02/2005,9,20090
16/02/2005,10,20221
16/02/2005,11,20374
16/02/2005,12,20242
16/02/2005,13,19787
16/02/2005,14,19669
16/02/2005,15,19579
16/02/2005,16,19653
16/02/2005,17,20265
16/02/2005,18,20954
16/02/2005,19,21674
16/02/2005,20,21622
16/02/2005,21,21200
16/02/2005,22,20440
16/02/2005,23,19290
16/02/2005,24,17999
17/02/2005,1,17048
17/02/2005,2,16688
17/02/2005,3,16478
17/02/2005,4,16442
17/02/2005,5,16665
17/02/2005,6,17247
17/02/2005,7,18624
17/02/2005,8,20077
17/02/2005,9,20383
17/02/2005,10,20160
17/02/2005,11,20348
17/02/2005,12,20244
17/02/2005,13,20108
17/02/2005,14,20126
17/02/2005,15,19857
17/02/2005,16,19906
17/02/2005,17,20530
17/02/2005,18,21126
17/02/2005,19,21952
17/02/2005,20,21999
17/02/2005,21,21611
17/02/2005,22,20709
17/02/2005,23,19733
17/02/2005,24,18525
18/02/2005,1,17498
18/02/2005,2,17222
18/02/2005,3,17056
18/02/2005,4,16965
18/02/2005,5,17161
18/02/2005,6,17876
18/02/2005,7,19321
18/02/2005,8,20908
18/02/2005,9,21302
18/02/2005,10,21198
18/02/2005,11,21480
18/02/2005,12,21485
18/02/2005,13,21228
